pin,address,lat,lon
16062200210000,1021 FAIR OAKS AVE,41.90453919,-87.78897397
16062200220000,1015 FAIR OAKS AVE,41.90439978,-87.78893589
16062200230000,1013 FAIR OAKS AVE,41.90425321,-87.78893223
16062200240000,1009 FAIR OAKS AVE,41.90412866,-87.7889382
16062200250000,1005 FAIR OAKS AVE,41.90401513,-87.78894898
16062200260000,1001 FAIR OAKS AVE,41.90388679,-87.78892553
16062200270000,1033 FAIR OAKS AVE,41.90497504,-87.78894119
16062210030000,1036 FAIR OAKS AVE,41.90507765,-87.78825297
16062210040000,1032 FAIR OAKS AVE,41.90493476,-87.78825418
16062210050000,1028 FAIR OAKS AVE,41.90482104,-87.7882257
16062210060000,1024 FAIR OAKS AVE,41.90466716,-87.78822701
16062210070000,1020 FAIR OAKS AVE,41.90452418,-87.7882086
16062210080000,1016 FAIR OAKS AVE,41.90440358,-87.78827342
16062210090000,1010 FAIR OAKS AVE,41.90426779,-87.7882255
16062210100000,1008 FAIR OAKS AVE,41.90412878,-87.78827086
16062210120000,1049 N ELMWOOD AVE,41.90548808,-87.78749844
16062210130000,1045 N ELMWOOD AVE,41.90538183,-87.78749935
16062210140000,1041 N ELMWOOD AVE,41.90524252,-87.7874809
16062210150000,1037 N ELMWOOD AVE,41.90511415,-87.78745255
16062210160000,1033 N ELMWOOD AVE,41.90496764,-87.78746361
16062210170000,1029 N ELMWOOD AVE,41.90487238,-87.78746442
16062210180000,1027 N ELMWOOD AVE,41.90474795,-87.78749443
16062210190000,1023 N ELMWOOD AVE,41.90462334,-87.78748568
16062210200000,1021 N ELMWOOD AVE,41.90449877,-87.78748674
16062210210000,1019 N ELMWOOD AVE,41.90438149,-87.78747792
16062210220000,1015 N ELMWOOD AVE,41.90427512,-87.78745429
16062210230000,1009 N ELMWOOD AVE,41.90413951,-87.78744563
16062210240000,1005 N ELMWOOD AVE,41.90402582,-87.78742206
16062210250000,1003 N ELMWOOD AVE,41.90389763,-87.78743297
16062210260000,1004 FAIR OAKS AVE,41.90401877,-87.78825216
16062210270000,1000 FAIR OAKS AVE,41.90390148,-87.78824334
16062210280000,1046 FAIR OAKS AVE,41.90547339,-87.78818102
16062210290000,1044 FAIR OAKS AVE,41.9053086,-87.78828045
16062220010000,1048 N ELMWOOD AVE,41.90550345,-87.78688418
16062220020000,1044 N ELMWOOD AVE,41.90541176,-87.78686533
16062220030000,1040 N ELMWOOD AVE,41.90529468,-87.78690069
16062220040000,461 GREENFIELD ST,41.90541757,-87.78654702
16062220050000,459 GREENFIELD ST,41.90542789,-87.7864046
16062220060000,455 GREENFIELD ST,41.90543092,-87.78627206
16062220070000,451 GREENFIELD ST,41.9054337,-87.78608554
16062220080000,447 GREENFIELD ST,41.90544373,-87.78588423
16062220090000,443 GREENFIELD ST,41.90546116,-87.78569758
16062220100000,439 GREENFIELD ST,41.90544953,-87.78556517
16062220110000,437 GREENFIELD ST,41.9054489,-87.78543266
16062220120000,433 GREENFIELD ST,41.90545196,-87.78530503
16062220130000,431 GREENFIELD ST,41.90546969,-87.78518218
16062220140000,427 GREENFIELD ST,41.90547281,-87.78506927
16062220150000,425 GREENFIELD ST,41.90547225,-87.78495149
16062220170000,1030 N ELMWOOD AVE,41.90500936,-87.78699686
16062220180000,464 LENOX ST,41.90500502,-87.78685457
16062220190000,460 LENOX ST,41.90500436,-87.78671716
16062220200000,456 LENOX ST,41.90500366,-87.78656993
16062220210000,452 LENOX ST,41.90500298,-87.78642761
16062220220000,448 LENOX ST,41.9049736,-87.78627962
16062220230000,446 LENOX ST,41.90496891,-87.78606372
16062220240000,442 LENOX ST,41.90496438,-87.78588217
16062220250000,438 LENOX ST,41.9049779,-87.78572084
16062220260000,434 LENOX ST,41.90497701,-87.78553435
16062220270000,430 LENOX ST,41.90497976,-87.78534292
16062220280000,426 LENOX ST,41.90498948,-87.78513205
16062220290000,422 LENOX ST,41.90498516,-87.78499467
16062220300000,418 LENOX ST,41.90498427,-87.78480818
16062220310000,414 LENOX ST,41.90499432,-87.78461178
16062220320000,410 LENOX ST,41.9050008,-87.78443504
16062220330000,408 LENOX ST,41.90500022,-87.78431234
16062220350000,423 GREENFIELD ST,41.90547164,-87.78482388
16062220360000,419 GREENFIELD ST,41.90547567,-87.78467074
16062220380000,402 LENOX ST,41.90501014,-87.78414477
16062230010000,463 LENOX ST,41.9044411,-87.78692368
16062230020000,459 LENOX ST,41.90445123,-87.78674201
16062230030000,455 LENOX ST,41.90443587,-87.7865949
16062230040000,451 LENOX ST,41.90443125,-87.78639372
16062230050000,447 LENOX ST,41.90443039,-87.78621301
16062230060000,443 LENOX ST,41.90443314,-87.78602158
16062230070000,439 LENOX ST,41.90442497,-87.78584497
16062230080000,435 LENOX ST,41.90444604,-87.78565339
16062230090000,431 LENOX ST,41.9044343,-87.78549557
16062230100000,427 LENOX ST,41.9044809,-87.78527922
16062230110000,423 LENOX ST,41.90448369,-87.78509761
16062230120000,419 LENOX ST,41.90448278,-87.78490621
16062230130000,417 LENOX ST,41.90451094,-87.78466549
16062230140000,411 LENOX ST,41.90448821,-87.78450864
16062230150000,407 LENOX ST,41.90448739,-87.78433687
16062230160000,1015 N RIDGELAND AVE,41.90451554,-87.7842079
16062230170000,1000 N ELMWOOD AVE,41.90399312,-87.78686167
16062230180000,452 BERKSHIRE ST,41.90399707,-87.78664356
16062230190000,448 BERKSHIRE ST,41.90396708,-87.7865015
16062230200000,444 BERKSHIRE ST,41.90397005,-87.786373
16062230210000,442 BERKSHIRE ST,41.9039875,-87.78619126
16062230220000,438 BERKSHIRE ST,41.90400871,-87.78602912
16062230230000,432 BERKSHIRE ST,41.90397853,-87.78584779
16062230240000,430 BERKSHIRE ST,41.90398129,-87.78565637
16062230250000,426 BERKSHIRE ST,41.90399862,-87.78545009
16062230260000,422 BERKSHIRE ST,41.90401976,-87.78527323
16062230270000,418 BERKSHIRE ST,41.90398968,-87.78511153
16062230280000,414 BERKSHIRE ST,41.90398876,-87.78492013
16062230290000,410 BERKSHIRE ST,41.90397672,-87.78469939
16062230300000,408 BERKSHIRE ST,41.90400539,-87.78456663
16062230310000,400 BERKSHIRE ST,41.90399368,-87.78441459
16062240010000,948 N OAK PARK AVE,41.90342931,-87.79455784
16062240020000,944 N OAK PARK AVE,41.90328645,-87.79456395
16062240030000,940 N OAK PARK AVE,41.90314912,-87.7945628
16062240040000,936 N OAK PARK AVE,41.90302164,-87.79451199
16062240050000,932 N OAK PARK AVE,41.90287242,-87.79454289
16062240060000,928 N OAK PARK AVE,41.90275072,-87.79454392
16062240070000,924 N OAK PARK AVE,41.90261248,-87.7945599
16062240080000,920 N OAK PARK AVE,41.90246309,-87.79455374
16062240090000,916 N OAK PARK AVE,41.90231376,-87.79456241
16062240100000,912 N OAK PARK AVE,41.90219759,-87.79456339
16062240110000,908 N OAK PARK AVE,41.90205362,-87.79453495
16062240120000,904 N OAK PARK AVE,41.90190975,-87.79452875
16062240130000,949 N EUCLID AVE,41.9034598,-87.79402767
16062240140000,945 N EUCLID AVE,41.90331309,-87.79399455
16062240150000,941 N EUCLID AVE,41.90315755,-87.79400217
16062240160000,937 N EUCLID AVE,41.90302493,-87.79403293
16062240170000,933 N EUCLID AVE,41.90289752,-87.79399695
16062240180000,929 N EUCLID AVE,41.90274822,-87.79401303
16062240190000,925 N EUCLID AVE,41.90261336,-87.79398452
16062240200000,921 N EUCLID AVE,41.9024585,-87.79399324
16062240210000,915 N EUCLID AVE,41.90233679,-87.79399426
16062240220000,911 N EUCLID AVE,41.90220392,-87.79397315
16062240230000,907 N EUCLID AVE,41.90207115,-87.79397427
16062240240000,901 N EUCLID AVE,41.90189998,-87.79404239
16062250010000,948 N EUCLID AVE,41.90343877,-87.79335511
16062250020000,944 N EUCLID AVE,41.90331585,-87.79338506
16062250030000,940 N EUCLID AVE,41.90319481,-87.79336215
16062250040000,938 N EUCLID AVE,41.90304095,-87.79337265
16062250050000,930 N EUCLID AVE,41.90290215,-87.79337198
16062250060000,928 N EUCLID AVE,41.9027561,-87.79333432
16062250070000,924 N EUCLID AVE,41.9025901,-87.79332831
16062250080000,920 N EUCLID AVE,41.9024701,-87.79334846
16062250090000,916 N EUCLID AVE,41.90236493,-87.79333452
16062250100000,912 N EUCLID AVE,41.9022211,-87.79333573
16062250130000,949 N LINDEN AVE,41.90351144,-87.79278869
16062250140000,945 N LINDEN AVE,41.90332328,-87.79277546
16062250150000,941 N LINDEN AVE,41.90318498,-87.79277663
16062250160000,937 N LINDEN AVE,41.90304662,-87.79276297
16062250170000,933 N LINDEN AVE,41.90292484,-87.79274918
16062250180000,929 N LINDEN AVE,41.90276995,-87.79275049
16062250210000,917 N LINDEN AVE,41.90236611,-87.79275436
16062250220000,913 N LINDEN AVE,41.90223871,-87.79271839
16062250230000,909 N LINDEN AVE,41.90210041,-87.79271955
16062250240000,901 N LINDEN AVE,41.90192892,-87.792721
16062250260000,925 N LINDEN AVE,41.90262781,-87.79276866
16062250270000,923 N LINDEN AVE,41.90247682,-87.79276825
16062250280000,908 N EUCLID AVE,41.9020828,-87.7933369
16062250290000,900 N EUCLID AVE,41.90193343,-87.79333816
16062260010000,948 N LINDEN AVE,41.90348613,-87.79211289
16062260020000,942 N LINDEN AVE,41.90332591,-87.79215871
16062260030000,940 N LINDEN AVE,41.90318922,-87.79217494
16062260040000,934 N LINDEN AVE,41.90304355,-87.79217433
16062260050000,930 N LINDEN AVE,41.9029116,-87.79216808
16062260060000,926 N LINDEN AVE,41.9028029,-87.79213771
16062260070000,922 N LINDEN AVE,41.90265853,-87.79212237
16062260080000,918 N LINDEN AVE,41.90250354,-87.7921833
16062260090000,914 N LINDEN AVE,41.90237847,-87.79218068
16062260100000,912 N LINDEN AVE,41.9022361,-87.79216481
16062260110000,908 N LINDEN AVE,41.90208653,-87.79212161
16062260120000,900 N LINDEN AVE,41.90193716,-87.79212287
16062260130000,949 COLUMBIAN AVE,41.90350585,-87.79160357
16062260140000,945 COLUMBIAN AVE,41.90338951,-87.7915675
16062260150000,941 COLUMBIAN AVE,41.90326787,-87.79158335
16062260160000,937 COLUMBIAN AVE,41.90311277,-87.7915402
16062260170000,933 COLUMBIAN AVE,41.90297993,-87.79152651
16062260180000,929 COLUMBIAN AVE,41.90283057,-87.79152777
16062260190000,925 COLUMBIAN AVE,41.90268691,-87.79156603
16062260210000,915 COLUMBIAN AVE,41.90234924,-87.7915218
16062260220000,909 COLUMBIAN AVE,41.90216115,-87.79152339
16062260230000,901 COLUMBIAN AVE,41.90195143,-87.7916289
16062260240000,921 COLUMBIAN AVE,41.9025429,-87.79152757
16062270010000,950 COLUMBIAN AVE,41.90346923,-87.79087721
16062270020000,942 COLUMBIAN AVE,41.90329802,-87.79093794
16062270030000,938 COLUMBIAN AVE,41.90316518,-87.79092424
16062270040000,934 COLUMBIAN AVE,41.90302692,-87.79093282
16062270050000,930 COLUMBIAN AVE,41.90289958,-87.79091167
16062270060000,926 COLUMBIAN AVE,41.90276419,-87.79094275
16062270070000,922 COLUMBIAN AVE,41.90263703,-87.79092532
16062270080000,918 COLUMBIAN AVE,41.90249532,-87.79089811
16062270090000,914 COLUMBIAN AVE,41.90235706,-87.79090669
16062270100000,908 COLUMBIAN AVE,41.90221309,-87.79087827
16062270110000,906 COLUMBIAN AVE,41.90208578,-87.79086453
16062270120000,900 COLUMBIAN AVE,41.90195291,-87.79084342
16062270130000,949 N EAST AVE,41.90351078,-87.79030411
16062270140000,945 N EAST AVE,41.90340018,-87.79031245
16062270150000,943 N EAST AVE,41.90326191,-87.79032103
16062270160000,939 N EAST AVE,41.90314039,-87.79035911
16062270170000,935 N EAST AVE,41.90298079,-87.79034086
16062270180000,929 N EAST AVE,41.9028468,-87.79035156
16062270190000,925 N EAST AVE,41.90266419,-87.79034139
16062270200000,923 N EAST AVE,41.90248206,-87.79035944
16062270210000,915 N EAST AVE,41.90232702,-87.79033111
16062270220000,911 N EAST AVE,41.90221366,-87.79031725
16062270230000,907 N EAST AVE,41.90205582,-87.79030377
16062270240000,901 N EAST AVE,41.90195624,-87.79030461
16062280010000,948 N EAST AVE,41.90353011,-87.78971328
16062280020000,944 N EAST AVE,41.90343597,-87.78969184
16062280030000,940 N EAST AVE,41.90328189,-87.78971539
16062280040000,936 N EAST AVE,41.90312577,-87.78970746
16062280050000,930 N EAST AVE,41.90294346,-87.78971086
16062280060000,926 N EAST AVE,41.9027721,-87.78969566
16062280070000,922 N EAST AVE,41.90265181,-87.78967078
16062280080000,918 N EAST AVE,41.90251088,-87.78966087
16062280090000,912 N EAST AVE,41.90237283,-87.78967685
16062280130000,949 FAIR OAKS AVE,41.90351267,-87.7887802
16062280140000,945 FAIR OAKS AVE,41.90332434,-87.78872993
16062280150000,937 FAIR OAKS AVE,41.90316948,-87.78873866
16062280160000,933 FAIR OAKS AVE,41.90302565,-87.78873988
16062280170000,929 FAIR OAKS AVE,41.90289848,-87.78875578
16062280180000,925 FAIR OAKS AVE,41.90275469,-87.78876441
16062280190000,921 FAIR OAKS AVE,41.90260712,-87.78873077
16062280200000,917 FAIR OAKS AVE,41.90246322,-87.78871717
16062280210000,911 FAIR OAKS AVE,41.90233041,-87.78871089
16062280220000,909 FAIR OAKS AVE,41.90219215,-87.78871948
16062280230000,903 FAIR OAKS AVE,41.90207619,-87.78876492
16062280240000,901 FAIR OAKS AVE,41.90195988,-87.78873627
16062280290000,900 N EAST AVE,41.90195036,-87.78962969
16062280300000,904 N EAST AVE,41.90207193,-87.78966965
16062280310000,910 N EAST AVE,41.90222238,-87.78956043
16062290010000,948 FAIR OAKS AVE,41.90354191,-87.78801885
16062290020000,944 FAIR OAKS AVE,41.90337602,-87.78803508
16062290030000,938 FAIR OAKS AVE,41.90325424,-87.7880213
16062290040000,934 FAIR OAKS AVE,41.90312151,-87.78802984
16062290050000,930 FAIR OAKS AVE,41.90298314,-87.78801619
16062290060000,928 FAIR OAKS AVE,41.90284484,-87.78801737
16062290070000,924 FAIR OAKS AVE,41.90272314,-87.78801841
16062290080000,920 FAIR OAKS AVE,41.90259241,-87.7880365
16062290090000,916 FAIR OAKS AVE,41.90244851,-87.7880229
16062290100000,910 FAIR OAKS AVE,41.90229908,-87.78800935
16062290110000,906 FAIR OAKS AVE,41.90216078,-87.78801053
16062290120000,900 FAIR OAKS AVE,41.90200546,-87.78792293
16062290130000,949 N ELMWOOD AVE,41.90358091,-87.78723076
16062290140000,945 N ELMWOOD AVE,41.90344853,-87.78712883
16062290150000,939 N ELMWOOD AVE,41.90327638,-87.78714011
16062290160000,935 N ELMWOOD AVE,41.90308506,-87.7871261
16062290170000,931 N ELMWOOD AVE,41.90298968,-87.78713648
16062290180000,927 N ELMWOOD AVE,41.90284585,-87.78713771
16062290190000,923 N ELMWOOD AVE,41.90270741,-87.78710925
16062290200000,919 N ELMWOOD AVE,41.90256071,-87.78711312
16062290230000,907 N ELMWOOD AVE,41.90214014,-87.78708707
16062290240000,901 N ELMWOOD AVE,41.90200184,-87.78708825
16062290250000,911 N ELMWOOD AVE,41.9022729,-87.78708594
16062290260000,915 N ELMWOOD AVE,41.90240018,-87.78709226
16063000010000,1145 N HARLEM AVE,41.90123542,-87.80500516
16063000080000,1117 N HARLEM AVE,41.900367,-87.80508689
16063000150000,831 N MARION ST,41.90088105,-87.80423229
16063000160000,827 N MARION ST,41.90074743,-87.8042334
16063000170000,823 N MARION ST,41.90059159,-87.80424214
16063000180000,817 N MARION ST,41.90043021,-87.80425839
16063000190000,815 N MARION ST,41.9002966,-87.80425949
16063000200000,1112 THOMAS ST,41.89989823,-87.80457173
16063000210000,809 N MARION ST,41.9001403,-87.80417129
16063000250000,843 N MARION ST,41.90128738,-87.80421402
16063000270000,841 N MARION ST,41.901176,-87.80420749
16063000280000,837 N MARION ST,41.90107023,-87.80420836
16063000290000,835 N MARION ST,41.90097002,-87.80420919
16063000300000,1125 DIVISION ST,41.90138456,-87.80464947
16063000310000,847 N MARION ST,41.90138759,-87.8042132
16063000320000,805 N MARION ST,41.90000112,-87.80417244
16063000330000,801 N MARION ST,41.89986755,-87.804181
16063000390000,1125 N HARLEM AVE,41.90062366,-87.80503589
16063000450000,1121 N HARLEM AVE,41.90048896,-87.80503461
16063000480000,1135 N HARLEM AVE,41.901048,-87.80497972
16063000491001,1120 THOMAS ST,41.89995974,-87.80495419
16063000500000,1115 N HARLEM AVE,41.90026872,-87.805052
16063000510000,1111 N HARLEM AVE,41.90013932,-87.80504112
16063010010000,846 N MARION ST,41.90142799,-87.80331589
16063010020000,844 N MARION ST,41.90131099,-87.80363963
16063010030000,840 N MARION ST,41.90122752,-87.80364777
16063010040000,838 N MARION ST,41.90111618,-87.80364869
16063010050000,834 N MARION ST,41.9010271,-87.80364943
16063010060000,832 N MARION ST,41.90093232,-87.80362039
16063010070000,828 N MARION ST,41.90083211,-87.80362122
16063010080000,824 N MARION ST,41.90068142,-87.80354044
16063010090000,822 N MARION ST,41.90056482,-87.80360851
16063010100000,818 N MARION ST,41.90044231,-87.80360207
16063010110000,816 N MARION ST,41.90034203,-87.80358798
16063010120000,812 N MARION ST,41.90026169,-87.80359075
16063010130000,810 N MARION ST,41.90012241,-87.80356953
16063010140000,804 N MARION ST,41.9000111,-87.80357791
16063010170000,839 BELLEFORTE AVE,41.90119079,-87.80273262
16063010180000,835 BELLEFORTE AVE,41.90104293,-87.80277689
16063010190000,831 BELLEFORTE AVE,41.90090021,-87.80277807
16063010200000,827 BELLEFORTE AVE,41.90070843,-87.80277966
16063010210000,821 BELLEFORTE AVE,41.90060139,-87.80278054
16063010220000,817 BELLEFORTE AVE,41.90044083,-87.80278187
16063010230000,813 BELLEFORTE AVE,41.90030643,-87.80284517
16063010240000,811 BELLEFORTE AVE,41.90017252,-87.80282238
16063010250000,807 BELLEFORTE AVE,41.90004807,-87.80272297
16063010270000,803 BELLEFORTE AVE,41.89994549,-87.80272382
16063010280000,1045 DIVISION ST,41.90136022,-87.80310765
16063010290000,1041 DIVISION ST,41.90137067,-87.80286992
16063010300000,1037 DIVISION ST,41.90138645,-87.80267877
16063010310000,1050 THOMAS ST,41.89992614,-87.80326331
16063010320000,1046 THOMAS ST,41.89989747,-87.80308458
16063020030000,838 BELLEFORTE AVE,41.90118799,-87.80212688
16063020050000,830 BELLEFORTE AVE,41.90088575,-87.80216049
16063020060000,824 BELLEFORTE AVE,41.90074308,-87.80217362
16063020070000,820 BELLEFORTE AVE,41.90052441,-87.80214556
16063020080000,822 BELLEFORTE AVE,41.90060931,-87.8021807
16063020090000,818 BELLEFORTE AVE,41.90043075,-87.80214633
16063020100000,812 BELLEFORTE AVE,41.90031832,-87.8021377
16063020110000,810 BELLEFORTE AVE,41.90019804,-87.80216856
16063020130000,804 BELLEFORTE AVE,41.90000193,-87.80219889
16063020140000,800 BELLEFORTE AVE,41.89990257,-87.80212801
16063020160000,1015 DIVISION ST,41.9014072,-87.80163386
16063020170000,847 FOREST AVE,41.90146178,-87.80122863
16063020180000,845 FOREST AVE,41.90137863,-87.8012326
16063020190000,841 FOREST AVE,41.90128325,-87.80123667
16063020200000,837 FOREST AVE,41.9011903,-87.80123744
16063020210000,835 FOREST AVE,41.90111243,-87.80121555
16063020220000,833 FOREST AVE,41.90101789,-87.80120725
16063020230000,831 FOREST AVE,41.900904,-87.80121688
16063020240000,827 FOREST AVE,41.90076954,-87.80123438
16063020250000,825 FOREST AVE,41.90065946,-87.80123202
16063020260000,821 FOREST AVE,41.90057915,-87.80120804
16063020270000,819 FOREST AVE,41.9004614,-87.80120409
16063020280000,813 FOREST AVE,41.90033073,-87.80121199
16063020290000,809 FOREST AVE,41.90014305,-87.80119876
16063020320000,803 FOREST AVE,41.89998486,-87.80120008
16063020330000,801 FOREST AVE,41.89989838,-87.80119587
16063020370000,1017 DIVISION ST,41.90142741,-87.80177157
16063020400000,1023 DIVISION ST,41.90138667,-87.80219758
16063020410000,1019 DIVISION ST,41.90140905,-87.80197456
16063020430000,1010 THOMAS ST,41.89991589,-87.8015738
16063020440000,836 BELLEFORTE AVE,41.90110323,-87.80212161
16063020460000,805 FOREST AVE,41.90006212,-87.8012019
16063020470000,1016 THOMAS ST,41.89991305,-87.80173166
16063030010000,846 FOREST AVE,41.9013966,-87.80064551
16063030020000,945 DIVISION ST,41.90145132,-87.8002718
16063030030000,840 FOREST AVE,41.90123525,-87.80066651
16063030040000,834 FOREST AVE,41.90102989,-87.80069115
16063030050000,830 FOREST AVE,41.90091254,-87.80070523
16063030060000,826 FOREST AVE,41.90076326,-87.80069009
16063030070000,822 FOREST AVE,41.90064351,-87.80071402
16063030080000,818 FOREST AVE,41.90051404,-87.8006777
16063030090000,814 FOREST AVE,41.90034462,-87.80063708
16063030120000,802 FOREST AVE,41.89998969,-87.80065481
16063030130000,800 FOREST AVE,41.89990127,-87.80062844
16063030140000,943 DIVISION ST,41.9014213,-87.80012788
16063030150000,941 DIVISION ST,41.90142538,-87.7999542
16063030160000,937 DIVISION ST,41.90141478,-87.79977736
16063030170000,933 DIVISION ST,41.90141643,-87.79960697
16063030180000,837 WOODBINE AVE,41.90118815,-87.79972001
16063030200000,833 WOODBINE AVE,41.90102683,-87.79974756
16063030210000,827 WOODBINE AVE,41.90087244,-87.79968659
16063030220000,825 WOODBINE AVE,41.90076741,-87.79972023
16063030230000,823 WOODBINE AVE,41.90067436,-87.79969807
16063030240000,819 WOODBINE AVE,41.9005961,-87.799702
16063030280000,811 WOODBINE AVE,41.90021904,-87.79969174
16063030290000,807 WOODBINE AVE,41.9001123,-87.7996803
16063030300000,805 WOODBINE AVE,41.90001848,-87.79967862
16063030310000,801 WOODBINE AVE,41.89992476,-87.79969911
16063030320000,808 FOREST AVE,41.90021768,-87.8006332
16063030330000,804 FOREST AVE,41.90006562,-87.80065128
16063030340000,815 WOODBINE AVE,41.90037545,-87.79970275
16063040010000,846 WOODBINE AVE,41.90149442,-87.79910148
16063040020000,842 WOODBINE AVE,41.90137444,-87.79907627
16063040030000,838 WOODBINE AVE,41.90125957,-87.79909688
16063040050000,834 WOODBINE AVE,41.90112255,-87.7990882
16063040060000,830 WOODBINE AVE,41.90100269,-87.7990892
16063040070000,828 WOODBINE AVE,41.90087062,-87.79909357
16063040080000,824 WOODBINE AVE,41.90075804,-87.7990814
16063040090000,820 WOODBINE AVE,41.90066998,-87.79908214
16063040100000,818 WOODBINE AVE,41.90059097,-87.79906819
16063040110000,816 WOODBINE AVE,41.90048047,-87.79903954
16063040140000,810 WOODBINE AVE,41.90028601,-87.79899479
16063040190000,802 WOODBINE AVE,41.89995716,-87.79900775
16063040200000,847 N KENILWORTH AVE,41.90149695,-87.79826976
16063040210000,841 N KENILWORTH AVE,41.90137459,-87.79825768
16063040220000,837 N KENILWORTH AVE,41.90122538,-87.79825892
16063040230000,835 N KENILWORTH AVE,41.90109825,-87.79827309
16063040240000,829 N KENILWORTH AVE,41.90092682,-87.79823192
16063040260000,821 N KENILWORTH AVE,41.90069454,-87.79825352
16063040270000,819 N KENILWORTH AVE,41.9005395,-87.79821918
16063040280000,815 N KENILWORTH AVE,41.90040887,-87.79821288
16063040290000,809 N KENILWORTH AVE,41.90027631,-87.79823269
16063040340000,807 N KENILWORTH AVE,41.9001292,-87.7982413
16063040360000,804 WOODBINE AVE,41.90012226,-87.79903195
16063040370000,803 N KENILWORTH AVE,41.89998924,-87.79818479
16063040380000,912 THOMAS ST,41.89998267,-87.79835485
16063040390000,914 THOMAS ST,41.89997787,-87.79850764
16063050010000,846 N KENILWORTH AVE,41.9015091,-87.79757764
16063050020000,842 N KENILWORTH AVE,41.90137616,-87.79754171
16063050030000,838 N KENILWORTH AVE,41.90123786,-87.79754286
16063050040000,834 N KENILWORTH AVE,41.90110506,-87.79753656
16063050050000,830 N KENILWORTH AVE,41.90096126,-87.79754517
16063050060000,826 N KENILWORTH AVE,41.9008285,-87.79754628
16063050070000,822 N KENILWORTH AVE,41.9006902,-87.79754744
16063050080000,818 N KENILWORTH AVE,41.90052967,-87.79752655
16063050110000,810 N KENILWORTH AVE,41.90026944,-87.79747996
16063050120000,806 N KENILWORTH AVE,41.90013667,-87.79748107
16063050130000,800 N KENILWORTH AVE,41.9000039,-87.79748218
16063050140000,847 N GROVE AVE,41.90154723,-87.79668502
16063050150000,845 N GROVE AVE,41.90146422,-87.79667831
16063050160000,841 N GROVE AVE,41.90136464,-87.79667914
16063050170000,839 N GROVE AVE,41.90124294,-87.79668016
16063050180000,835 N GROVE AVE,41.90112677,-87.79668113
16063050190000,831 N GROVE AVE,41.90097737,-87.79667497
16063050200000,827 N GROVE AVE,41.90085007,-87.79666122
16063050210000,823 N GROVE AVE,41.9007173,-87.79666233
16063050220000,821 N GROVE AVE,41.90060666,-87.79666326
16063050230000,817 N GROVE AVE,41.90051258,-87.79665664
16063050240000,813 N GROVE AVE,41.90033745,-87.79664423
16063050250000,807 N GROVE AVE,41.90019362,-87.79664543
16063050260000,805 N GROVE AVE,41.90009948,-87.79662399
16063050270000,801 N GROVE AVE,41.89999437,-87.79662487
16063050280000,814 N KENILWORTH AVE,41.9003968,-87.79750543
16063060010000,825 DIVISION ST,41.90150748,-87.79604641
16063060020000,842 N GROVE AVE,41.90140791,-87.79604724
16063060030000,838 N GROVE AVE,41.9013028,-87.79604812
16063060040000,836 N GROVE AVE,41.90119769,-87.796049
16063060050000,834 N GROVE AVE,41.90104847,-87.7960799
16063060060000,830 N GROVE AVE,41.90093229,-87.79608087
16063060070000,824 N GROVE AVE,41.90082162,-87.79607439
16063060080000,820 N GROVE AVE,41.90072187,-87.79603817
16063060090000,818 N GROVE AVE,41.9005899,-87.7960118
16063060100000,814 N GROVE AVE,41.90044514,-87.7960118
16063060110000,812 N GROVE AVE,41.90030141,-87.79603429
16063060120000,806 N GROVE AVE,41.90016857,-87.79602058
16063060130000,800 N GROVE AVE,41.90002481,-87.79603661
16063060140000,847 N OAK PARK AVE,41.90151483,-87.79525347
16063060150000,843 N OAK PARK AVE,41.90141526,-87.79525431
16063060160000,839 N OAK PARK AVE,41.90127153,-87.79527775
16063060170000,835 N OAK PARK AVE,41.90111625,-87.79519754
16063060200000,827 N OAK PARK AVE,41.90088121,-87.79522549
16063060210000,823 N OAK PARK AVE,41.90072895,-87.79518597
16063060220000,819 N OAK PARK AVE,41.90058518,-87.795202
16063060230000,815 N OAK PARK AVE,41.90045255,-87.79523275
16063060240000,811 N OAK PARK AVE,41.90029577,-87.79517479
16063060250000,807 N OAK PARK AVE,41.9001685,-87.79516845
16063060260000,803 N OAK PARK AVE,41.9000413,-87.79517692
16063060270000,833 N OAK PARK AVE,41.90097795,-87.7951987
16063070030000,1029 N HARLEM AVE,41.89905647,-87.80505105
16063070040000,1027 N HARLEM AVE,41.8989583,-87.80503992
16063070060000,1021 N HARLEM AVE,41.89876211,-87.80505348
16063070070000,1017 N HARLEM AVE,41.89867283,-87.80503629
16063070080000,1015 N HARLEM AVE,41.89857028,-87.80504311
16063070110000,1111 THOMAS ST,41.89955907,-87.80455372
16063070130000,739 N MARION ST,41.89932235,-87.80417918
16063070160000,725 N MARION ST,41.89891304,-87.80416441
16063070170000,721 N MARION ST,41.89879056,-87.80416542
16063070180000,719 N MARION ST,41.89869578,-87.80413637
16063070190000,717 N MARION ST,41.89857334,-87.80414484
16063070200000,713 N MARION ST,41.8984676,-87.80415317
16063070210000,707 N MARION ST,41.89833955,-87.80415423
16063070220000,1114 AUGUSTA ST,41.89811363,-87.80447822
16063070230000,705 N MARION ST,41.8982325,-87.80413119
16063070240000,703 N MARION ST,41.89813786,-87.80413198
16063070250000,701 N MARION ST,41.89804311,-87.80411039
16063070290000,1031 N HARLEM AVE,41.89915019,-87.80506223
16063070340000,1037 N HARLEM AVE,41.8993088,-87.80513943
