building_id,address,district,zone,unit_type,bucket,units,n_pins,classes,units_source,yrblt,yr_source,excluded,exclude_reason,yr_predecessor,lat,lon
16181250190000,721 S OAK PARK AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1911.0,char_yrblt,False,,,41.87526275513039,-87.794453741667
16181250200000,725 S OAK PARK AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1908.0,char_yrblt,False,,,41.87512560206969,-87.79444894545199
16181250240000,741 S OAK PARK AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1914.0,char_yrblt,False,,,41.87457693612534,-87.7944298342653
16181250250000,745 S OAK PARK AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1920.0,char_yrblt,False,,,41.874440359420944,-87.79442507119157
1618126021,727 S MAPLE AVE,Rest of Oak Park,R-3-50,condo,large_mf,20.0,20,299,class_rule,1969.0,condo_chars,False,,,41.87577992295074,-87.80415885964757
16181270050000,812 S MAPLE AVE,Rest of Oak Park,R-3-50,small_mf,small_mf,2.0,1,211,char_apts,1915.0,char_yrblt,False,,,41.87479473843554,-87.80325503650099
16181270070000,820 S MAPLE AVE,Rest of Oak Park,R-3-50,small_mf,small_mf,2.0,1,211,char_apts,1978.0,char_yrblt,False,,,41.874522599794176,-87.80324527778586
16181270080000,822 S MAPLE AVE,Rest of Oak Park,R-3-50,small_mf,small_mf,2.0,1,211,char_apts,1913.0,char_yrblt,False,,,41.87438654473891,-87.8032404015623
16181270100000,832 S MAPLE AVE 2N,Rest of Oak Park,R-3-50,small_mf,small_mf,5.0,1,211,char_apts,1915.0,char_yrblt,False,,,41.874114434437665,-87.80323064245633
1618127026,814 S MAPLE AVE,Rest of Oak Park,R-3-50,condo,large_mf,14.0,14,299,class_rule,1928.0,condo_chars,False,,,41.87465868338114,-87.80325017623389
1618127027,1118 HARRISON ST,Rest of Oak Park,R-3-50,condo,large_mf,22.0,22,299,class_rule,1927.0,condo_chars,False,,,41.87396352404075,-87.80322523316141
16181280010000,800 WISCONSIN AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1908.0,char_yrblt,False,,,41.875196587258664,-87.80179319156045
16181290190000,801 HOME AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1908.0,char_yrblt,False,,,41.87522594706003,-87.80006441560116
16181320230000,801 CARPENTER AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1909.0,char_yrblt,False,,,41.87532099496419,-87.79635933283174
16181320250000,809 CARPENTER AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1908.0,char_yrblt,False,,,41.87504674501258,-87.79634987909563
16181320300000,825 CARPENTER AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1910.0,char_yrblt,False,,,41.87449813477849,-87.79633097189102
16181320320000,833 CARPENTER AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1911.0,char_yrblt,False,,,41.87422424130921,-87.7963215238479
16181330030000,808 CARPENTER AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,6.0,1,211,char_apts,1914.0,char_yrblt,False,,,41.875074644172315,-87.79589976013906
16181330040000,812 CARPENTER AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,6.0,1,211,char_apts,1914.0,char_yrblt,False,,,41.874934489719365,-87.79589483388932
16181330230000,831 S GROVE AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1908.0,char_yrblt,False,,,41.87433145493577,-87.79555813710357
16181340220000,830 HARRISON ST,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1965.0,char_yrblt,False,,,41.87308119226018,-87.79551444401031
16181350110000,812 HARRISON ST,Rest of Oak Park,NC,large_mf,large_mf,9.0,1,318,estimate_av/class,1911.0,char_yrblt_anyyear,False,,,41.87303747536068,-87.79488750437652
16181350150000,813 S OAK PARK AVE,Rest of Oak Park,NC,small_mf,small_mf,6.0,1,212,char_apts,1924.0,char_yrblt,False,,,41.87371122966332,-87.79439991268657
16181350160000,823 S OAK PARK AVE,Rest of Oak Park,NC,large_mf,large_mf,12.0,1,318,commval_2023,1924.0,commval,False,,,41.87344089374686,-87.79439046080577
16181350190000,841 S OAK PARK AVE,Rest of Oak Park,NC,large_mf,large_mf,21.0,1,318,commval_2023,1911.0,commval,False,,,41.87302138495875,-87.79437583222257
16181350210000,801 VAN BUREN ST,Rest of Oak Park,NC,large_mf,large_mf,31.0,1,318,estimate_av/class,2023.0,class_history,False,,,41.87398956027917,-87.7944096075982
16182000060000,512 S OAK PARK AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1923.0,char_yrblt,False,,,41.879147376735155,-87.79388517113497
16182000080000,520 S OAK PARK AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1898.0,char_yrblt,False,,,41.878842835389264,-87.79387465191985
16182000180000,515 S EUCLID AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1917.0,char_yrblt,False,,,41.87919089785393,-87.79336480675701
16182000190000,517 S EUCLID AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1913.0,char_yrblt,False,,,41.87907156783146,-87.79336073611562
1618200032,516 S OAK PARK AVE,Rest of Oak Park,R-3-35,condo,small_mf,4.0,4,299,class_rule,1926.0,condo_chars,False,,,41.8790101964621,-87.79388041259664
16182010320000,725 MADISON ST,Rest of Oak Park,MS,large_mf,large_mf,177.00000000000003,2,397,commval_2023,2022.0,commval,False,,,41.87944479643942,-87.79312840155333
16182020010000,649 MADISON ST,Rest of Oak Park,MS,large_mf,large_mf,16.0,1,318,commval_2023,1924.0,commval,False,,,41.8794720566348,-87.79158980526444
16182020030000,641 MADISON ST,Rest of Oak Park,MS,small_mf,small_mf,2.0,1,212,char_apts,1913.0,char_yrblt,False,,,41.8794759992517,-87.79136671213764
16182020050000,633 MADISON ST,Rest of Oak Park,MS,small_mf,small_mf,2.0,1,212,char_apts,1923.0,char_yrblt,False,,,41.87948221129912,-87.79101428877584
1618202034,642 ADAMS ST,Rest of Oak Park,R-3-35,condo,large_mf,11.0,11,299,class_rule,1913.0,condo_chars,False,,,41.87812358531285,-87.79140187118819
16182030030000,617 MADISON ST,Rest of Oak Park,MS,small_mf,small_mf,2.0,1,211,char_apts,1885.0,char_yrblt,False,,,41.879496163245705,-87.79022691635464
16182030080000,603 MADISON ST,Rest of Oak Park,MS,small_mf,small_mf,6.0,1,212,char_apts,1930.0,char_yrblt,False,,,41.87950706695947,-87.78960826429702
16182030300000,535 S EAST AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1913.0,char_yrblt,False,,,41.878501400466675,-87.78967047420682
16182040150000,534 S EAST AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1901.0,char_yrblt,False,,,41.87848233403008,-87.78896498593252
16182040250000,525 S SCOVILLE AVE,Rest of Oak Park,R-3-35,small_mf,small_mf,2.0,1,211,char_apts,1896.0,char_yrblt,False,,,41.87886868695398,-87.78845933680233
16182040400000,508 S EAST AVE,Rest of Oak Park,MS,small_mf,small_mf,3.0,1,211,char_apts,1916.0,char_yrblt,False,,,41.87942424340292,-87.78908063032164
16182050060000,513 MADISON ST,Rest of Oak Park,MS,small_mf,small_mf,4.0,1,212,char_apts,1922.0,char_yrblt,False,,,41.87959734318679,-87.78756428166687
