pin,year,class,char_yrblt
16051090150000,2020,205,1921.0
16051090150000,2021,205,1921.0
16051090150000,2022,205,1924.0
16051090150000,2023,205,1921.0
16051090150000,2024,205,1921.0
16051090150000,2025,205,1921.0
16051090150000,2026,205,1921.0
16051090160000,2020,205,1922.0
16051090160000,2021,205,1922.0
16051090160000,2022,205,1922.0
16051090160000,2023,205,1922.0
16051090160000,2024,205,1922.0
16051090160000,2025,205,1922.0
16051090160000,2026,205,1922.0
16051090170000,2020,205,1923.0
16051090170000,2021,205,1923.0
16051090170000,2022,205,1923.0
16051090170000,2023,205,1923.0
16051090170000,2024,205,1923.0
16051090170000,2025,205,1923.0
16051090170000,2026,205,1923.0
16051090180000,2020,203,1922.0
16051090180000,2021,203,1922.0
16051090180000,2022,203,1922.0
16051090180000,2023,203,1922.0
16051090180000,2024,203,1922.0
16051090180000,2025,203,1922.0
16051090180000,2026,203,1922.0
16051090190000,2020,206,1924.0
16051090190000,2021,206,1924.0
16051090190000,2022,206,1924.0
16051090190000,2023,206,1924.0
16051090190000,2024,206,1924.0
16051090190000,2025,206,1924.0
16051090190000,2026,206,1924.0
16051090200000,2020,203,1923.0
16051090200000,2021,203,1923.0
16051090200000,2022,203,1923.0
16051090200000,2023,203,1923.0
16051090200000,2024,203,1923.0
16051090200000,2025,203,1923.0
16051090200000,2026,203,1923.0
16051090210000,2020,203,1923.0
16051090210000,2021,203,1923.0
16051090210000,2022,203,1923.0
16051090210000,2023,203,1923.0
16051090210000,2024,203,1923.0
16051090210000,2025,203,1923.0
16051090210000,2026,203,1923.0
16051090220000,2020,205,1927.0
16051090220000,2021,205,1927.0
16051090220000,2022,205,1927.0
16051090220000,2023,205,1927.0
16051090220000,2024,205,1927.0
16051090220000,2025,205,1927.0
16051090220000,2026,205,1927.0
16051090230000,2020,203,1923.0
16051090230000,2021,203,1923.0
16051090230000,2022,203,1923.0
16051090230000,2023,203,1923.0
16051090230000,2024,203,1923.0
16051090230000,2025,203,1923.0
16051090230000,2026,203,1923.0
16051090240000,2020,203,1922.0
16051090240000,2021,203,1922.0
16051090240000,2022,203,1922.0
16051090240000,2023,203,1922.0
16051090240000,2024,203,1922.0
16051090240000,2025,203,1922.0
16051090240000,2026,203,1922.0
16051090250000,2020,203,1924.0
16051090250000,2021,203,1924.0
16051090250000,2022,203,1924.0
16051090250000,2023,203,1924.0
16051090250000,2024,203,1924.0
16051090250000,2025,203,1924.0
16051090250000,2026,203,1924.0
16051090260000,2020,203,1923.0
16051090260000,2021,203,1923.0
16051090260000,2022,203,1923.0
16051090260000,2023,203,1923.0
16051090260000,2024,203,1923.0
16051090260000,2025,203,1923.0
16051090260000,2026,203,1923.0
16051090270000,2020,204,1924.0
16051090270000,2021,204,1923.0
16051090270000,2022,204,1923.0
16051090270000,2023,204,1923.0
16051090270000,2024,204,1923.0
16051090270000,2025,204,1923.0
16051090270000,2026,204,1923.0
16051090280000,2020,278,2014.0
16051090280000,2021,278,2014.0
16051090280000,2022,278,2014.0
16051090280000,2023,278,2014.0
16051090280000,2024,278,2014.0
16051090280000,2025,278,2014.0
16051090280000,2026,278,2014.0
16051090290000,2020,203,1923.0
16051090290000,2021,203,1923.0
16051090290000,2022,203,1923.0
16051090290000,2023,203,1923.0
16051090290000,2024,203,1923.0
16051090290000,2025,203,1923.0
16051090290000,2026,203,1923.0
16051090300000,2020,204,1922.0
16051090300000,2021,204,1922.0
16051090300000,2022,204,1922.0
16051090300000,2023,204,1922.0
16051090300000,2024,204,1922.0
16051090300000,2025,204,1922.0
16051090300000,2026,204,1922.0
16051100010000,2020,204,1927.0
16051100010000,2021,204,1927.0
16051100010000,2022,204,1927.0
16051100010000,2023,204,1927.0
16051100010000,2024,204,1927.0
16051100010000,2025,204,1927.0
16051100010000,2026,204,1927.0
16051100020000,2020,203,1916.0
16051100020000,2021,203,1916.0
16051100020000,2022,203,1916.0
16051100020000,2023,203,1916.0
16051100020000,2024,203,1916.0
16051100020000,2025,203,1916.0
16051100020000,2026,203,1916.0
16051100030000,2020,203,1923.0
16051100030000,2021,203,1923.0
16051100030000,2022,203,1923.0
16051100030000,2023,203,1923.0
16051100030000,2024,203,1923.0
16051100030000,2025,203,1923.0
16051100030000,2026,204,1923.0
16051100040000,2020,204,1924.0
16051100040000,2021,204,1924.0
16051100040000,2022,204,1924.0
16051100040000,2023,204,1924.0
16051100040000,2024,204,1924.0
16051100040000,2025,204,1924.0
16051100040000,2026,204,1924.0
16051100050000,2020,202,1923.0
16051100050000,2021,202,1923.0
16051100050000,2022,202,1923.0
16051100050000,2023,202,1923.0
16051100050000,2024,202,1923.0
16051100050000,2025,202,1923.0
16051100050000,2026,202,1923.0
16051100060000,2020,203,1923.0
16051100060000,2021,203,1923.0
16051100060000,2022,203,1923.0
16051100060000,2023,203,1923.0
16051100060000,2024,203,1923.0
16051100060000,2025,203,1923.0
16051100060000,2026,203,1923.0
16051100070000,2020,203,1923.0
16051100070000,2021,203,1925.0
16051100070000,2022,203,1925.0
16051100070000,2023,203,1925.0
16051100070000,2024,203,1925.0
16051100070000,2025,203,1925.0
16051100070000,2026,203,1925.0
16051100080000,2020,206,1923.0
16051100080000,2021,206,1923.0
16051100080000,2022,206,1923.0
16051100080000,2023,206,1923.0
16051100080000,2024,206,1923.0
16051100080000,2025,206,1923.0
16051100080000,2026,206,1923.0
16051100090000,2020,205,1923.0
16051100090000,2021,205,1923.0
16051100090000,2022,205,1923.0
16051100090000,2023,205,1923.0
16051100090000,2024,205,1923.0
16051100090000,2025,205,1923.0
16051100090000,2026,205,1923.0
16051100100000,2020,205,1923.0
16051100100000,2021,205,1923.0
16051100100000,2022,205,1923.0
16051100100000,2023,205,1923.0
16051100100000,2024,205,1923.0
16051100100000,2025,205,1923.0
16051100100000,2026,205,1923.0
16051100110000,2020,205,1923.0
16051100110000,2021,205,1923.0
16051100110000,2022,205,1923.0
16051100110000,2023,205,1923.0
16051100110000,2024,205,1923.0
16051100110000,2025,205,1923.0
16051100110000,2026,205,1923.0
16051100120000,2020,205,1925.0
16051100120000,2021,205,1925.0
16051100120000,2022,205,1925.0
16051100120000,2023,205,1925.0
16051100120000,2024,205,1925.0
16051100120000,2025,205,1925.0
16051100120000,2026,205,1925.0
16051100130000,2020,204,1924.0
16051100130000,2021,204,1924.0
16051100130000,2022,204,1924.0
16051100130000,2023,204,1924.0
16051100130000,2024,204,1924.0
16051100130000,2025,204,1924.0
16051100130000,2026,204,1924.0
16051100140000,2020,205,1923.0
16051100140000,2021,205,1923.0
16051100140000,2022,205,1923.0
16051100140000,2023,205,1923.0
16051100140000,2024,205,1923.0
16051100140000,2025,205,1923.0
16051100140000,2026,205,1923.0
16051100150000,2020,205,1923.0
16051100150000,2021,205,1923.0
16051100150000,2022,205,1923.0
16051100150000,2023,205,1923.0
16051100150000,2024,205,1923.0
16051100150000,2025,205,1923.0
16051100150000,2026,205,1923.0
16051100160000,2020,205,1922.0
16051100160000,2021,205,1922.0
16051100160000,2022,205,1925.0
16051100160000,2023,205,1922.0
16051100160000,2024,205,1922.0
16051100160000,2025,205,1922.0
16051100160000,2026,205,1922.0
16051100170000,2020,205,1922.0
16051100170000,2021,205,1922.0
16051100170000,2022,205,1922.0
16051100170000,2023,205,1922.0
16051100170000,2024,205,1922.0
16051100170000,2025,205,1922.0
16051100170000,2026,205,1922.0
16051100180000,2020,203,1923.0
16051100180000,2021,203,1923.0
16051100180000,2022,203,1923.0
16051100180000,2023,203,1923.0
16051100180000,2024,203,1923.0
16051100180000,2025,203,1923.0
16051100180000,2026,203,1923.0
16051100190000,2020,205,1922.0
16051100190000,2021,205,1922.0
16051100190000,2022,205,1922.0
16051100190000,2023,205,1922.0
16051100190000,2024,205,1922.0
16051100190000,2025,205,1922.0
16051100190000,2026,205,1922.0
16051100200000,2020,205,1924.0
16051100200000,2021,205,1924.0
16051100200000,2022,205,1924.0
16051100200000,2023,205,1924.0
16051100200000,2024,205,1924.0
16051100200000,2025,205,1924.0
16051100200000,2026,205,1924.0
16051100210000,2020,203,1923.0
16051100210000,2021,203,1923.0
16051100210000,2022,203,1923.0
16051100210000,2023,203,1923.0
16051100210000,2024,203,1923.0
16051100210000,2025,203,1923.0
16051100210000,2026,203,1923.0
16051100220000,2020,204,1920.0
16051100220000,2021,204,1920.0
16051100220000,2022,204,1920.0
16051100220000,2023,204,1920.0
16051100220000,2024,204,1920.0
16051100220000,2025,204,1920.0
16051100220000,2026,204,1920.0
16051100230000,2020,204,1946.0
16051100230000,2021,204,1947.0
16051100230000,2022,204,1947.0
16051100230000,2023,204,1947.0
16051100230000,2024,204,1947.0
16051100230000,2025,204,1947.0
16051100230000,2026,204,1947.0
16051100240000,2020,203,1923.0
16051100240000,2021,203,1923.0
16051100240000,2022,203,1923.0
16051100240000,2023,203,1923.0
16051100240000,2024,203,1923.0
16051100240000,2025,203,1923.0
16051100240000,2026,203,1923.0
16051100250000,2020,203,1923.0
16051100250000,2021,203,1923.0
16051100250000,2022,203,1923.0
16051100250000,2023,203,1923.0
16051100250000,2024,203,1923.0
16051100250000,2025,203,1923.0
16051100250000,2026,203,1923.0
16051100260000,2020,205,1922.0
16051100260000,2021,205,1922.0
16051100260000,2022,205,1922.0
16051100260000,2023,205,1922.0
16051100260000,2024,205,1922.0
16051100260000,2025,205,1922.0
16051100260000,2026,205,1922.0
16051100270000,2020,204,1922.0
16051100270000,2021,204,1922.0
16051100270000,2022,204,1922.0
16051100270000,2023,204,1922.0
16051100270000,2024,204,1922.0
16051100270000,2025,204,1922.0
16051100270000,2026,204,1922.0
16051100280000,2020,203,1922.0
16051100280000,2021,203,1922.0
16051100280000,2022,203,1922.0
16051100280000,2023,203,1922.0
16051100280000,2024,203,1922.0
16051100280000,2025,203,1922.0
16051100280000,2026,203,1922.0
16051100290000,2020,205,1921.0
16051100290000,2021,205,1921.0
16051100290000,2022,205,1921.0
16051100290000,2023,205,1921.0
16051100290000,2024,205,1921.0
16051100290000,2025,205,1921.0
16051100290000,2026,205,1921.0
16051100300000,2020,205,1921.0
16051100300000,2021,205,1921.0
16051100300000,2022,205,1921.0
16051100300000,2023,206,1921.0
16051100300000,2024,206,1921.0
16051100300000,2025,206,1921.0
16051100300000,2026,206,1921.0
16051110010000,2020,203,1954.0
16051110010000,2021,203,1954.0
16051110010000,2022,203,1954.0
16051110010000,2023,203,1954.0
16051110010000,2024,203,1954.0
16051110010000,2025,203,1954.0
16051110010000,2026,203,1954.0
16051110020000,2020,205,1922.0
16051110020000,2021,205,1922.0
16051110020000,2022,205,1922.0
16051110020000,2023,205,1922.0
16051110020000,2024,205,1922.0
16051110020000,2025,205,1922.0
16051110020000,2026,205,1922.0
16051110030000,2020,205,1922.0
16051110030000,2021,205,1922.0
16051110030000,2022,205,1922.0
16051110030000,2023,205,1922.0
16051110030000,2024,205,1922.0
16051110030000,2025,205,1922.0
16051110030000,2026,205,1922.0
16051110040000,2020,203,1924.0
16051110040000,2021,203,1924.0
16051110040000,2022,203,1924.0
16051110040000,2023,203,1924.0
16051110040000,2024,203,1924.0
16051110040000,2025,203,1924.0
16051110040000,2026,203,1924.0
16051110050000,2020,203,1919.0
16051110050000,2021,203,1919.0
16051110050000,2022,203,1919.0
16051110050000,2023,203,1919.0
16051110050000,2024,203,1919.0
16051110050000,2025,203,1919.0
16051110050000,2026,203,1919.0
16051110060000,2020,203,1924.0
16051110060000,2021,203,1924.0
16051110060000,2022,203,1924.0
16051110060000,2023,203,1924.0
16051110060000,2024,203,1924.0
16051110060000,2025,203,1924.0
16051110060000,2026,203,1924.0
16051110070000,2020,204,1924.0
16051110070000,2021,204,1926.0
16051110070000,2022,204,1926.0
16051110070000,2023,204,1926.0
16051110070000,2024,204,1926.0
16051110070000,2025,204,1926.0
16051110070000,2026,204,1926.0
16051110080000,2020,204,1924.0
16051110080000,2021,204,1924.0
16051110080000,2022,204,1924.0
16051110080000,2023,204,1924.0
16051110080000,2024,204,1924.0
16051110080000,2025,204,1924.0
16051110080000,2026,204,1924.0
16051110090000,2020,206,1923.0
16051110090000,2021,206,1923.0
16051110090000,2022,206,1923.0
16051110090000,2023,206,1923.0
16051110090000,2024,206,1923.0
16051110090000,2025,206,1923.0
16051110090000,2026,206,1923.0
16051110100000,2020,203,1923.0
16051110100000,2021,203,1923.0
16051110100000,2022,203,1923.0
16051110100000,2023,203,1923.0
16051110100000,2024,203,1923.0
16051110100000,2025,203,1923.0
16051110100000,2026,203,1923.0
16051110110000,2020,203,1923.0
16051110110000,2021,203,1923.0
16051110110000,2022,203,1926.0
16051110110000,2023,203,1923.0
16051110110000,2024,203,1923.0
16051110110000,2025,203,1923.0
16051110110000,2026,203,1923.0
16051110120000,2020,203,1924.0
16051110120000,2021,203,1926.0
16051110120000,2022,203,1926.0
16051110120000,2023,203,1926.0
16051110120000,2024,203,1926.0
16051110120000,2025,203,1926.0
16051110120000,2026,203,1926.0
16051110130000,2020,203,1922.0
16051110130000,2021,203,1922.0
16051110130000,2022,203,1922.0
16051110130000,2023,203,1922.0
16051110130000,2024,203,1922.0
16051110130000,2025,203,1922.0
16051110130000,2026,203,1922.0
16051110140000,2020,204,1923.0
16051110140000,2021,204,1923.0
16051110140000,2022,204,1923.0
16051110140000,2023,204,1923.0
16051110140000,2024,204,1923.0
16051110140000,2025,204,1923.0
16051110140000,2026,204,1923.0
16051110150000,2020,205,1922.0
16051110150000,2021,205,1922.0
16051110150000,2022,205,1925.0
16051110150000,2023,205,1922.0
16051110150000,2024,205,1922.0
16051110150000,2025,205,1922.0
16051110150000,2026,205,1922.0
16051110160000,2020,205,1923.0
16051110160000,2021,205,1923.0
16051110160000,2022,205,1923.0
16051110160000,2023,205,1923.0
16051110160000,2024,205,1923.0
16051110160000,2025,205,1923.0
16051110160000,2026,205,1923.0
16051110170000,2020,205,1924.0
16051110170000,2021,205,1924.0
16051110170000,2022,205,1924.0
16051110170000,2023,205,1924.0
16051110170000,2024,205,1924.0
16051110170000,2025,205,1924.0
16051110170000,2026,205,1924.0
16051110180000,2020,205,1922.0
16051110180000,2021,205,1922.0
16051110180000,2022,205,1922.0
16051110180000,2023,205,1922.0
16051110180000,2024,205,1922.0
16051110180000,2025,205,1922.0
16051110180000,2026,205,1922.0
16051110190000,2020,203,1924.0
16051110190000,2021,203,1924.0
16051110190000,2022,203,1924.0
16051110190000,2023,203,1924.0
16051110190000,2024,203,1924.0
16051110190000,2025,203,1924.0
16051110190000,2026,203,1924.0
16051110200000,2020,204,1924.0
16051110200000,2021,204,1924.0
16051110200000,2022,204,1924.0
16051110200000,2023,204,1924.0
16051110200000,2024,204,1924.0
16051110200000,2025,204,1924.0
16051110200000,2026,204,1924.0
16051110210000,2020,203,1921.0
16051110210000,2021,203,1921.0
16051110210000,2022,203,1921.0
16051110210000,2023,203,1921.0
16051110210000,2024,203,1921.0
16051110210000,2025,203,1921.0
16051110210000,2026,203,1921.0
16051110220000,2020,203,1925.0
16051110220000,2021,203,1927.0
16051110220000,2022,203,1927.0
16051110220000,2023,203,1927.0
16051110220000,2024,203,1927.0
16051110220000,2025,203,1927.0
16051110220000,2026,203,1927.0
16051110230000,2020,205,1928.0
16051110230000,2021,205,1928.0
16051110230000,2022,205,1928.0
16051110230000,2023,205,1928.0
16051110230000,2024,205,1928.0
16051110230000,2025,205,1928.0
16051110230000,2026,205,1928.0
16051110240000,2020,203,1921.0
16051110240000,2021,203,1921.0
16051110240000,2022,203,1921.0
16051110240000,2023,203,1921.0
16051110240000,2024,203,1921.0
16051110240000,2025,203,1921.0
16051110240000,2026,203,1921.0
16051110250000,2020,203,1926.0
16051110250000,2021,203,1926.0
16051110250000,2022,203,1926.0
16051110250000,2023,203,1926.0
16051110250000,2024,203,1926.0
16051110250000,2025,203,1926.0
16051110250000,2026,203,1926.0
16051110260000,2020,205,1921.0
16051110260000,2021,205,1921.0
16051110260000,2022,205,1921.0
16051110260000,2023,205,1921.0
16051110260000,2024,205,1921.0
16051110260000,2025,205,1921.0
16051110260000,2026,205,1921.0
16051110270000,2020,205,1920.0
16051110270000,2021,205,1920.0
16051110270000,2022,205,1920.0
16051110270000,2023,205,1920.0
16051110270000,2024,205,1920.0
16051110270000,2025,205,1920.0
16051110270000,2026,205,1920.0
16051110280000,2020,205,1925.0
16051110280000,2021,205,1925.0
16051110280000,2022,205,1925.0
16051110280000,2023,205,1925.0
16051110280000,2024,205,1925.0
16051110280000,2025,205,1925.0
16051110280000,2026,205,1925.0
16051120010000,2020,206,1926.0
16051120010000,2021,206,1926.0
16051120010000,2022,206,1926.0
16051120010000,2023,206,1926.0
16051120010000,2024,206,1926.0
16051120010000,2025,206,1926.0
16051120010000,2026,206,1926.0
16051120020000,2020,204,1922.0
16051120020000,2021,204,1922.0
16051120020000,2022,204,1922.0
16051120020000,2023,204,1922.0
16051120020000,2024,204,1922.0
16051120020000,2025,204,1922.0
16051120020000,2026,204,1922.0
16051120030000,2020,204,1928.0
16051120030000,2021,204,1930.0
16051120030000,2022,204,1930.0
16051120030000,2023,204,1930.0
16051120030000,2024,204,1930.0
16051120030000,2025,204,1930.0
16051120030000,2026,204,1930.0
16051120040000,2020,204,1924.0
16051120040000,2021,204,1924.0
16051120040000,2022,204,1924.0
16051120040000,2023,204,1924.0
16051120040000,2024,204,1924.0
16051120040000,2025,204,1924.0
16051120040000,2026,204,1924.0
16051120050000,2020,203,1922.0
16051120050000,2021,203,1922.0
16051120050000,2022,203,1922.0
16051120050000,2023,203,1922.0
16051120050000,2024,203,1922.0
16051120050000,2025,203,1922.0
16051120050000,2026,203,1922.0
16051120060000,2020,203,1923.0
16051120060000,2021,203,1923.0
16051120060000,2022,203,1923.0
16051120060000,2023,203,1923.0
16051120060000,2024,203,1923.0
16051120060000,2025,203,1923.0
16051120060000,2026,203,1923.0
16051120070000,2020,203,1923.0
16051120070000,2021,203,1923.0
16051120070000,2022,203,1923.0
16051120070000,2023,203,1923.0
16051120070000,2024,203,1923.0
16051120070000,2025,203,1923.0
16051120070000,2026,203,1923.0
16051120080000,2020,204,1925.0
16051120080000,2021,204,1927.0
16051120080000,2022,204,1928.0
16051120080000,2023,204,1927.0
16051120080000,2024,204,1927.0
16051120080000,2025,204,1927.0
16051120080000,2026,204,1927.0
16051120090000,2020,202,1924.0
16051120090000,2021,202,1924.0
16051120090000,2022,202,1924.0
16051120090000,2023,202,1924.0
16051120090000,2024,202,1924.0
16051120090000,2025,202,1924.0
16051120090000,2026,202,1924.0
16051120100000,2020,203,1922.0
16051120100000,2021,203,1922.0
16051120100000,2022,203,1922.0
16051120100000,2023,203,1922.0
16051120100000,2024,203,1922.0
16051120100000,2025,203,1922.0
16051120100000,2026,203,1922.0
16051120110000,2020,203,1923.0
16051120110000,2021,203,1923.0
16051120110000,2022,203,1923.0
16051120110000,2023,203,1923.0
16051120110000,2024,203,1923.0
16051120110000,2025,203,1923.0
16051120110000,2026,203,1923.0
16051120120000,2020,203,1928.0
16051120120000,2021,203,1928.0
16051120120000,2022,203,1928.0
16051120120000,2023,203,1928.0
16051120120000,2024,203,1928.0
16051120120000,2025,203,1928.0
16051120120000,2026,203,1928.0
16051120130000,2020,203,1921.0
16051120130000,2021,203,1921.0
16051120130000,2022,203,1921.0
16051120130000,2023,203,1921.0
16051120130000,2024,203,1921.0
16051120130000,2025,203,1921.0
16051120130000,2026,203,1921.0
16051120140000,2020,203,1923.0
16051120140000,2021,203,1923.0
16051120140000,2022,203,1923.0
16051120140000,2023,203,1923.0
16051120140000,2024,203,1923.0
16051120140000,2025,203,1923.0
16051120140000,2026,203,1923.0
16051120150000,2020,204,1921.0
16051120150000,2021,204,1921.0
16051120150000,2022,204,1921.0
16051120150000,2023,204,1921.0
16051120150000,2024,204,1921.0
16051120150000,2025,204,1921.0
16051120150000,2026,204,1921.0
16051120160000,2020,203,1921.0
16051120160000,2021,203,1921.0
16051120160000,2022,203,1921.0
16051120160000,2023,203,1921.0
16051120160000,2024,203,1921.0
16051120160000,2025,203,1921.0
16051120160000,2026,203,1921.0
16051120170000,2020,203,1923.0
16051120170000,2021,203,1923.0
16051120170000,2022,203,1923.0
16051120170000,2023,203,1923.0
16051120170000,2024,203,1923.0
16051120170000,2025,203,1923.0
16051120170000,2026,203,1923.0
16051120180000,2020,203,1920.0
16051120180000,2021,203,1920.0
16051120180000,2022,203,1920.0
16051120180000,2023,206,1920.0
16051120180000,2024,206,1920.0
16051120180000,2025,206,1920.0
16051120180000,2026,206,1920.0
16051120190000,2020,EX,
16051120190000,2021,EX,
16051120190000,2022,EX,
16051120190000,2023,EX,
16051120190000,2024,EX,
16051120190000,2025,EX,
16051120190000,2026,EX,
16051120200000,2020,203,1923.0
16051120200000,2021,203,1923.0
16051120200000,2022,203,1923.0
16051120200000,2023,203,1923.0
16051120200000,2024,203,1923.0
16051120200000,2025,203,1923.0
16051120200000,2026,203,1923.0
16051120210000,2020,203,1924.0
16051120210000,2021,203,1924.0
16051120210000,2022,203,1924.0
16051120210000,2023,203,1924.0
16051120210000,2024,203,1924.0
16051120210000,2025,203,1924.0
16051120210000,2026,203,1924.0
16051120220000,2020,211,1926.0
16051120220000,2021,211,1926.0
16051120220000,2022,211,1926.0
16051120220000,2023,211,1926.0
16051120220000,2024,211,1926.0
16051120220000,2025,211,1926.0
16051120220000,2026,211,1926.0
16051120230000,2020,204,1923.0
16051120230000,2021,204,1923.0
16051120230000,2022,204,1923.0
16051120230000,2023,204,1923.0
16051120230000,2024,204,1923.0
16051120230000,2025,204,1923.0
16051120230000,2026,204,1923.0
16051120240000,2020,203,1923.0
16051120240000,2021,203,1923.0
16051120240000,2022,203,1923.0
16051120240000,2023,203,1923.0
16051120240000,2024,203,1923.0
16051120240000,2025,203,1923.0
16051120240000,2026,203,1923.0
16051120250000,2020,204,1922.0
16051120250000,2021,204,1922.0
16051120250000,2022,204,1922.0
16051120250000,2023,204,1922.0
16051120250000,2024,204,1922.0
16051120250000,2025,204,1922.0
16051120250000,2026,204,1922.0
16051120260000,2020,205,1923.0
16051120260000,2021,205,1923.0
16051120260000,2022,205,1923.0
16051120260000,2023,205,1923.0
16051120260000,2024,205,1923.0
16051120260000,2025,205,1923.0
16051120260000,2026,205,1923.0
16051130010000,2020,203,1923.0
16051130010000,2021,203,1923.0
16051130010000,2022,203,1923.0
16051130010000,2023,203,1923.0
16051130010000,2024,203,1923.0
16051130010000,2025,203,1923.0
16051130010000,2026,203,1923.0
16051130020000,2020,203,1924.0
16051130020000,2021,203,1924.0
16051130020000,2022,203,1924.0
16051130020000,2023,203,1924.0
16051130020000,2024,203,1924.0
16051130020000,2025,203,1924.0
16051130020000,2026,203,1924.0
16051130030000,2020,204,1924.0
16051130030000,2021,204,1926.0
16051130030000,2022,204,1926.0
16051130030000,2023,204,1926.0
16051130030000,2024,204,1926.0
16051130030000,2025,204,1926.0
16051130030000,2026,204,1926.0
16051130040000,2020,203,1923.0
16051130040000,2021,203,1923.0
16051130040000,2022,203,1923.0
16051130040000,2023,203,1923.0
16051130040000,2024,203,1923.0
16051130040000,2025,203,1923.0
16051130040000,2026,203,1923.0
16051130050000,2020,203,1923.0
16051130050000,2021,203,1925.0
16051130050000,2022,203,1925.0
16051130050000,2023,203,1925.0
16051130050000,2024,203,1925.0
16051130050000,2025,203,1925.0
16051130050000,2026,203,1925.0
16051130060000,2020,203,1923.0
16051130060000,2021,203,1923.0
16051130060000,2022,203,1923.0
16051130060000,2023,203,1923.0
16051130060000,2024,203,1923.0
16051130060000,2025,203,1923.0
16051130060000,2026,203,1923.0
16051130070000,2020,203,1923.0
16051130070000,2021,203,1923.0
16051130070000,2022,203,1923.0
16051130070000,2023,203,1923.0
16051130070000,2024,203,1923.0
16051130070000,2025,203,1923.0
16051130070000,2026,203,1923.0
16051130080000,2020,204,1923.0
16051130080000,2021,204,1923.0
16051130080000,2022,204,1923.0
16051130080000,2023,204,1923.0
16051130080000,2024,206,1923.0
16051130080000,2025,206,1923.0
16051130080000,2026,206,1923.0
16051130090000,2020,203,1923.0
16051130090000,2021,203,1923.0
16051130090000,2022,203,1923.0
16051130090000,2023,203,1923.0
16051130090000,2024,203,1923.0
16051130090000,2025,203,1923.0
16051130090000,2026,203,1923.0
16051130100000,2020,EX,
16051130100000,2021,EX,
16051130100000,2022,EX,
16051130100000,2023,EX,
16051130100000,2024,EX,
16051130100000,2025,EX,
16051130100000,2026,EX,
16051130110000,2020,203,1924.0
16051130110000,2021,203,1924.0
16051130110000,2022,203,1924.0
16051130110000,2023,203,1924.0
16051130110000,2024,203,1924.0
16051130110000,2025,203,1924.0
16051130110000,2026,203,1924.0
16051130120000,2020,203,1923.0
16051130120000,2021,203,1923.0
16051130120000,2022,203,1926.0
16051130120000,2023,203,1923.0
16051130120000,2024,203,1923.0
16051130120000,2025,203,1923.0
16051130120000,2026,203,1923.0
16051130130000,2020,203,1920.0
16051130130000,2021,203,1920.0
16051130130000,2022,203,1920.0
16051130130000,2023,203,1920.0
16051130130000,2024,203,1920.0
16051130130000,2025,203,1920.0
16051130130000,2026,206,1920.0
16051130140000,2020,204,1922.0
16051130140000,2021,204,1922.0
16051130140000,2022,204,1922.0
16051130140000,2023,204,1922.0
16051130140000,2024,204,1922.0
16051130140000,2025,204,1922.0
16051130140000,2026,204,1922.0
16051130150000,2020,205,1921.0
16051130150000,2021,205,1921.0
16051130150000,2022,205,1921.0
16051130150000,2023,205,1921.0
16051130150000,2024,205,1921.0
16051130150000,2025,205,1921.0
16051130150000,2026,205,1921.0
16051130160000,2020,205,1923.0
16051130160000,2021,205,1923.0
16051130160000,2022,205,1923.0
16051130160000,2023,205,1923.0
16051130160000,2024,205,1923.0
16051130160000,2025,205,1923.0
16051130160000,2026,205,1923.0
16051130170000,2020,205,1923.0
16051130170000,2021,205,1923.0
16051130170000,2022,205,1925.0
16051130170000,2023,205,1923.0
16051130170000,2024,205,1923.0
16051130170000,2025,205,1923.0
16051130170000,2026,205,1923.0
16051130180000,2020,205,1923.0
16051130180000,2021,205,1923.0
16051130180000,2022,205,1923.0
16051130180000,2023,205,1923.0
16051130180000,2024,205,1923.0
16051130180000,2025,205,1923.0
16051130180000,2026,205,1923.0
16051130190000,2020,211,1923.0
16051130190000,2021,211,1923.0
16051130190000,2022,211,1923.0
16051130190000,2023,211,1923.0
16051130190000,2024,211,1923.0
16051130190000,2025,211,1923.0
16051130190000,2026,211,1923.0
16051130200000,2020,211,1922.0
16051130200000,2021,211,1922.0
16051130200000,2022,211,1922.0
16051130200000,2023,211,1922.0
16051130200000,2024,211,1922.0
16051130200000,2025,211,1922.0
16051130200000,2026,211,1922.0
16051130210000,2020,211,1923.0
16051130210000,2021,211,1923.0
16051130210000,2022,211,1923.0
16051130210000,2023,211,1923.0
16051130210000,2024,211,1923.0
16051130210000,2025,211,1923.0
16051130210000,2026,211,1923.0
16051130220000,2020,211,1924.0
16051130220000,2021,211,1924.0
16051130220000,2022,211,1924.0
16051130220000,2023,211,1924.0
16051130220000,2024,211,1924.0
16051130220000,2025,211,1924.0
16051130220000,2026,211,1924.0
16051130230000,2020,211,1923.0
16051130230000,2021,211,1923.0
16051130230000,2022,211,1923.0
16051130230000,2023,211,1923.0
16051130230000,2024,211,1923.0
16051130230000,2025,211,1923.0
16051130230000,2026,211,1923.0
16051130240000,2020,315,
16051130240000,2021,315,
16051130240000,2022,315,
16051130240000,2023,315,
16051130240000,2024,315,
16051130240000,2025,315,
16051130240000,2026,315,
16051130250000,2020,211,1921.0
16051130250000,2021,211,1921.0
16051130250000,2022,211,1921.0
16051130250000,2023,211,1921.0
16051130250000,2024,211,1921.0
16051130250000,2025,211,1921.0
16051130250000,2026,211,1921.0
16051130260000,2020,211,1922.0
16051130260000,2021,211,1922.0
16051130260000,2022,211,1922.0
