pin,class,nbhd,mailed_bldg,mailed_land,mailed_tot,ap_lat,ap_lon,address,char_apts,char_bldg_sf,char_land_sf,char_yrblt,char_use,n_cards,lat,lon,coord_source,arcgis_name,parceltype
16083000301031,299,27090,21464,754,22218,,,106 S RIDGELAND AVE 415,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301032,299,27090,24020,843,24863,,,106 S RIDGELAND AVE 417,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301033,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-1,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301034,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-2,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301035,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-3,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301036,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-4,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301037,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-5,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301038,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-6,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301039,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-7,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301040,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-8,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301041,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-9,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301042,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-10,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301043,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-11,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301044,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-12,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301045,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-13,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301046,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-14,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301047,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-15,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301048,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-16,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301049,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-17,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301050,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-18,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301051,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-19,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301052,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-20,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301053,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-21,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301054,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-22,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301055,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-23,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301056,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-24,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301057,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-25,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301058,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-26,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301059,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-27,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301060,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-28,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301061,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-29,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301062,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-30,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301063,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-31,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301064,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-32,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301065,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-33,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301066,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-34,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301067,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-35,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301068,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-36,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301069,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-37,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301070,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-38,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301071,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-39,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301072,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-40,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301073,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-41,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301074,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-42,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301075,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-43,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301076,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-44,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301077,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-45,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301078,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-46,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301079,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-47,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301080,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-48,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301081,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-49,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301082,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-50,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301083,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-51,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301084,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-52,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301085,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-53,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301086,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-54,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301087,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-55,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301088,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-56,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301089,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-57,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301090,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-58,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301091,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-59,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301092,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-60,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301093,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-61,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301094,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-62,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301095,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-63,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301096,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-84,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301097,299,27090,3570,125,3695,,,106 S RIDGELAND AVE P-65,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301098,599,27090,37124,4126,41250,,,106 S RIDGELAND AVE 101,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301099,599,27090,43187,4814,48001,,,106 S RIDGELAND AVE 102,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301100,599,27090,43187,4814,48001,,,106 S RIDGELAND AVE 103,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301101,299,27090,28559,1003,29562,,,106 S RIDGELAND AVE 203,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301102,299,27090,35830,1258,37088,,,106 S RIDGELAND AVE 204,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301103,299,27090,29043,1020,30063,,,106 S RIDGELAND AVE 205,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301104,299,27090,29043,1020,30063,,,106 S RIDGELAND AVE 206,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301105,299,27090,27017,949,27966,,,106 S RIDGELAND AVE 209,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301106,299,27090,32041,1125,33166,,,106 S RIDGELAND AVE 211,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301107,299,27090,30477,1070,31547,,,106 S RIDGELAND AVE 301,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301108,299,27090,34971,1228,36199,,,106 S RIDGELAND AVE 304,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301109,299,27090,27788,976,28764,,,106 S RIDGELAND AVE 305,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301110,299,27090,25518,896,26414,,,106 S RIDGELAND AVE 309,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301111,299,27090,23447,823,24270,,,106 S RIDGELAND AVE 310,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301112,299,27090,30654,1076,31730,,,106 S RIDGELAND AVE 311,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301113,299,27090,29066,1020,30086,,,106 S RIDGELAND AVE 401,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301114,299,27090,34971,1228,36199,,,106 S RIDGELAND AVE 404,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301115,299,27090,27788,976,28764,,,106 S RIDGELAND AVE 405,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301116,299,27090,27788,976,28764,,,106 S RIDGELAND AVE 406,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301117,299,27090,24042,844,24886,,,106 S RIDGELAND AVE 409,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301118,299,27090,30654,1076,31730,,,106 S RIDGELAND AVE 411,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083000301119,299,27090,28977,1017,29994,,,106 S RIDGELAND AVE 416,,,,,,,41.88674699695278,-87.78412476031261,arcgis_pin10,16083000300000,CondominiumParcel
16083010020000,318,27090,388532,87168,475700,41.88676069,-87.78167571,101 S HARVEY AVE,,,,,,,41.88671094135063,-87.78187271035807,arcgis_pin14,16083010020000,BaseParcel
16083010030000,205,27090,43164,10836,54000,41.88641175,-87.78261934,114 S CUYLER AVE,,1456.0,6020.0,1913.0,Single-Family,1.0,41.88640483317068,-87.7825498861273,arcgis_pin14,16083010030000,BaseParcel
16083010040000,205,27090,42164,10836,53000,41.8863084,-87.78262022,118 S CUYLER AVE,,1550.0,6020.0,1911.0,Single-Family,1.0,41.88628826973866,-87.78254664644258,arcgis_pin14,16083010040000,BaseParcel
16083010050000,205,27090,44164,10836,55000,41.88622289,-87.78260657,120 S CUYLER AVE,,1632.0,6020.0,1911.0,Single-Family,1.0,41.88621578935364,-87.78254462578764,arcgis_pin14,16083010050000,BaseParcel
16083010060000,205,27090,49164,10836,60000,41.88611595,-87.78261228,122 S CUYLER AVE,,2080.0,6020.0,1913.0,Single-Family,1.0,41.88611681309684,-87.7825418770326,arcgis_pin14,16083010060000,BaseParcel
16083010070000,205,27090,45164,10836,56000,41.88603401,-87.78261299,126 S CUYLER AVE,,1628.0,6020.0,1914.0,Single-Family,1.0,41.886007028662405,-87.78253883371984,arcgis_pin14,16083010070000,BaseParcel
16083010080000,205,27090,50164,10836,61000,41.88593065,-87.78261387,128 S CUYLER AVE,,1700.0,6020.0,1914.0,Single-Family,1.0,41.88593844087217,-87.78253692576153,arcgis_pin14,16083010080000,BaseParcel
16083010090000,205,27090,41164,10836,52000,41.88583808,-87.78260987,132 S CUYLER AVE,,1452.0,6020.0,1899.0,Single-Family,1.0,41.88582871045416,-87.78253386571257,arcgis_pin14,16083010090000,BaseParcel
16083010100000,205,27090,47164,10836,58000,41.88573112,-87.78261079,134 S CUYLER AVE,,1452.0,6020.0,1910.0,Single-Family,1.0,41.88572586995021,-87.78253100326633,arcgis_pin14,16083010100000,BaseParcel
16083010110000,206,27090,61164,10836,72000,41.88564833,-87.78263184,136 S CUYLER AVE,,2274.0,6020.0,1909.0,Single-Family,1.0,41.88563667019173,-87.78252853654709,arcgis_pin14,16083010110000,BaseParcel
16083010120000,205,27090,46164,10836,57000,41.88554853,-87.7826231,140 S CUYLER AVE,,1587.0,6020.0,1914.0,Single-Family,1.0,41.88554203620441,-87.78252592867483,arcgis_pin14,16083010120000,BaseParcel
16083010140000,206,27090,60850,17150,78000,41.88641019,-87.7817891,115 S HARVEY AVE,,2720.0,9528.0,1889.0,Single-Family,1.0,41.88638553347205,-87.78184504630039,arcgis_pin14,16083010140000,BaseParcel
16083010150000,EX,27090,0,0,0,41.88624988,-87.78180487,119 S HARVEY AVE,,,,,,,41.88624094660847,-87.78184091037693,arcgis_pin14,16083010150000,BaseParcel
16083010180000,206,27090,55854,11146,67000,41.88571165,-87.78176793,135 S HARVEY AVE,,2327.0,6192.0,1892.0,Single-Family,1.0,41.88570250582364,-87.78182545183049,arcgis_pin14,16083010180000,BaseParcel
16083010190000,206,27090,48854,11146,60000,41.88561898,-87.78176423,137 S HARVEY AVE,,2226.0,6192.0,1893.0,Single-Family,1.0,41.885593516613035,-87.78182233051746,arcgis_pin14,16083010190000,BaseParcel
16083010200000,206,27090,54687,13313,68000,41.88548706,-87.78175577,141 S HARVEY AVE,,2316.0,7396.0,1895.0,Single-Family,1.0,41.885525697044244,-87.78182037505745,arcgis_pin14,16083010200000,BaseParcel
16083010210000,205,27090,56164,10836,67000,41.88539096,-87.78176619,143 S HARVEY AVE,,2112.0,6020.0,1898.0,Single-Family,1.0,41.885398126049964,-87.78181671542896,arcgis_pin14,16083010210000,BaseParcel
16083010220000,208,27090,100353,17647,118000,41.88609654,-87.78177261,121 S HARVEY AVE,,4542.0,9804.0,2010.0,Single-Family,1.0,41.88610379732131,-87.78183696666298,arcgis_pin14,16083010220000,BaseParcel
16083010240000,315,27090,38155,14402,52557,41.8858492,-87.7817309,133 S HARVEY AVE,,,,,,,41.885814596389956,-87.78182867533607,arcgis_pin14,16083010240000,BaseParcel
16083010250000,315,27090,38155,14389,52544,41.88591681,-87.78172959,127 S HARVEY AVE,,,,,,,41.885951443455696,-87.78183258518243,arcgis_pin14,16083010250000,BaseParcel
16083010260000,295,27090,39799,1201,41000,,,255 SOUTH BLVD 1,,1584.0,667.0,2001.0,Single-Family,1.0,41.88684433866369,-87.78249037521883,arcgis_pin14,16083010260000,BaseParcel
16083010270000,295,27090,39828,1172,41000,,,255 SOUTH BLVD 2,,1584.0,651.0,2001.0,Single-Family,1.0,41.88684317059854,-87.78255744020021,arcgis_pin14,16083010270000,BaseParcel
16083010280000,295,27090,39835,1165,41000,41.88685507,-87.78260827,255 SOUTH BLVD 3,,1584.0,647.0,2001.0,Single-Family,1.0,41.886818344718925,-87.78262302015955,arcgis_pin14,16083010280000,BaseParcel
16083010290000,295,27090,45495,1505,47000,,,255 SOUTH BLVD 4,,2160.0,836.0,2001.0,Single-Family,1.0,41.88687119408907,-87.78273869826674,arcgis_pin14,16083010290000,BaseParcel
16083010300000,295,27090,43634,1366,45000,,,255 SOUTH BLVD 5,,1881.0,759.0,2001.0,Single-Family,1.0,41.88681796485989,-87.78279965428902,arcgis_pin14,16083010300000,BaseParcel
16083010310000,295,27090,39799,1201,41000,,,255 SOUTH BLVD 6,,1584.0,667.0,2001.0,Single-Family,1.0,41.88676844990597,-87.7827979364931,arcgis_pin14,16083010310000,BaseParcel
16083010320000,295,27090,39787,1213,41000,,,255 SOUTH BLVD 7,,1584.0,674.0,2001.0,Single-Family,1.0,41.886716191966286,-87.78277145639484,arcgis_pin14,16083010320000,BaseParcel
16083010330000,295,27090,39882,1118,41000,,,255 SOUTH BLVD 8,,1584.0,621.0,2001.0,Single-Family,1.0,41.88666790485367,-87.78276977850959,arcgis_pin14,16083010330000,BaseParcel
16083010340000,295,27090,39826,1174,41000,,,255 SOUTH BLVD 9,,1584.0,652.0,2001.0,Single-Family,1.0,41.88661952616273,-87.78279237662319,arcgis_pin14,16083010340000,BaseParcel
16083010350000,295,27090,34956,1044,36000,,,255 SOUTH BLVD 10,,1390.0,580.0,2001.0,Single-Family,1.0,41.88657717531632,-87.78279093028036,arcgis_pin14,16083010350000,BaseParcel
16083010360000,295,27090,45481,1519,47000,,,255 SOUTH BLVD 11,,2160.0,844.0,2001.0,Single-Family,1.0,41.88653664261095,-87.78272679250756,arcgis_pin14,16083010360000,BaseParcel
16083010370000,295,27090,39826,1174,41000,,,255 SOUTH BLVD 12,,1584.0,652.0,2001.0,Single-Family,1.0,41.886593337140724,-87.78261538253432,arcgis_pin14,16083010370000,BaseParcel
16083010380000,295,27090,39821,1179,41000,,,255 SOUTH BLVD 13,,1584.0,655.0,2001.0,Single-Family,1.0,41.88657648550056,-87.782548452342,arcgis_pin14,16083010380000,BaseParcel
16083010390000,295,27090,39816,1184,41000,,,255 SOUTH BLVD 14,,1584.0,658.0,2001.0,Single-Family,1.0,41.886593175109965,-87.78248238535994,arcgis_pin14,16083010390000,BaseParcel
16083010400000,295,27090,45481,1519,47000,,,255 SOUTH BLVD 15,,2160.0,844.0,2001.0,Single-Family,1.0,41.8865405080354,-87.78236658783939,arcgis_pin14,16083010400000,BaseParcel
16083010410000,295,27090,36983,1017,38000,,,255 SOUTH BLVD 16,,1390.0,565.0,2002.0,Single-Family,1.0,41.88657839563306,-87.78230521886125,arcgis_pin14,16083010410000,BaseParcel
16083010420000,295,27090,39799,1201,41000,,,255 SOUTH BLVD 17,,1584.0,667.0,2001.0,Single-Family,1.0,41.88662122866607,-87.78230667483275,arcgis_pin14,16083010420000,BaseParcel
16083010430000,295,27090,39821,1179,41000,,,255 SOUTH BLVD 18,,1584.0,655.0,2001.0,Single-Family,1.0,41.886672580793196,-87.78232811253343,arcgis_pin14,16083010430000,BaseParcel
16083010440000,295,27090,39852,1148,41000,,,255 SOUTH BLVD 19,,1584.0,638.0,2001.0,Single-Family,1.0,41.88672123815425,-87.78232959793804,arcgis_pin14,16083010440000,BaseParcel
16083010450000,295,27090,39835,1165,41000,,,255 SOUTH BLVD 20,,1584.0,647.0,2001.0,Single-Family,1.0,41.886769860686755,-87.78231243469584,arcgis_pin14,16083010450000,BaseParcel
16083010460000,295,27090,39803,1197,41000,,,255 SOUTH BLVD 21,,1584.0,665.0,2001.0,Single-Family,1.0,41.886819469332224,-87.78231410962854,arcgis_pin14,16083010460000,BaseParcel
16083010470000,295,27090,44555,1445,46000,,,255 SOUTH BLVD 22,,1911.0,803.0,2001.0,Single-Family,1.0,41.88687428465866,-87.78231418248578,arcgis_pin14,16083010470000,BaseParcel
16083010480000,100,27090,0,1,1,,,255 SOUTH BLVD 23,,,,,,,41.886718935184405,-87.7825504587318,arcgis_pin14,16083010480000,BaseParcel
16083010491001,299,27090,20797,1114,21911,,,142 S CUYLER AVE 1,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491002,299,27090,20797,1114,21911,,,142 S CUYLER AVE 2,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491003,299,27090,21062,1128,22190,,,142 S CUYLER AVE 3,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491004,299,27090,21756,1165,22921,,,144 S CUYLER AVE 1,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491005,299,27090,21756,1165,22921,,,144 S CUYLER AVE 2,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491006,299,27090,22054,1181,23235,,,144 S CUYLER AVE 3,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491007,299,27090,14449,774,15223,,,144 S CUYLER AVE G,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491008,299,27090,20797,1114,21911,,,254 PLEASANT ST 1,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491009,299,27090,20797,1114,21911,,,254 PLEASANT ST 2,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491010,299,27090,21062,1128,22190,,,254 PLEASANT ST 3,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491011,299,27090,20797,1114,21911,,,256 PLEASANT ST 1,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491012,299,27090,20797,1114,21911,,,256 PLEASANT ST 2,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491013,299,27090,21062,1128,22190,,,256 PLEASANT ST 3,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491014,299,27090,20797,1114,21911,,,258 PLEASANT ST 1,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491015,299,27090,20797,1114,21911,,,258 PLEASANT ST 2,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083010491016,299,27090,21062,1128,22190,,,258 PLEASANT ST 3,,,,,,,41.88541526224894,-87.78252239602111,arcgis_pin10,16083010490000,CondominiumParcel
16083020010000,318,27090,375795,49805,425600,41.88676472,-87.78118993,225 SOUTH BLVD,,,,,,,41.886721231755025,-87.78105567420846,arcgis_pin14,16083020010000,BaseParcel
16083020050000,205,27090,59133,10867,70000,41.88644098,-87.78103804,114 S HARVEY AVE,,2198.0,6037.0,1908.0,Single-Family,1.0,41.88642481495704,-87.78092233338049,arcgis_pin14,16083020050000,BaseParcel
16083020060000,205,27090,46995,10836,57831,41.88634483,-87.78103887,116 S HARVEY AVE,,1514.0,6020.0,1909.0,Single-Family,1.0,41.88634922759329,-87.780920049787,arcgis_pin14,16083020060000,BaseParcel
16083020070000,205,27090,55164,10836,66000,41.88625219,-87.78103967,120 S HARVEY AVE,,2109.0,6020.0,1908.0,Single-Family,1.0,41.88623263435307,-87.78091655319129,arcgis_pin14,16083020070000,BaseParcel
16083020080000,205,27090,39520,15480,55000,41.88612392,-87.78104077,122 S HARVEY AVE,,1536.0,8600.0,1908.0,Single-Family,1.0,41.886116069472905,-87.78091305907725,arcgis_pin14,16083020080000,BaseParcel
