pin,class,nbhd,mailed_tot,lat,lon,address,char_apts,char_bldg_sf,char_land_sf,char_yrblt,char_use,pin_num_cards
16071160161002,299,27070,31510,,,"219 N GROVE AVE 2",,,,,,
16071160161003,299,27070,31510,,,"219 N GROVE AVE 3",,,,,,
16071160161004,299,27070,31510,,,"221 N GROVE AVE 1",,,,,,
16071160161005,299,27070,31510,,,"221 N GROVE AVE 2",,,,,,
16071160161006,299,27070,31510,,,"221 N GROVE AVE 3",,,,,,
16071160171001,299,27070,13188,,,"211 N GROVE AVE 1A",,,,,,
16071160171002,299,27070,13188,,,"211 N GROVE AVE 1B",,,,,,
16071160171003,299,27070,7260,,,"211 N GROVE AVE 2A",,,,,,
16071160171004,299,27070,8742,,,"211 N GROVE AVE 2B",,,,,,
16071160171005,299,27070,8742,,,"211 N GROVE AVE 3A",,,,,,
16071160171006,299,27070,8742,,,"211 N GROVE AVE 3B",,,,,,
16071160171007,299,27070,8742,,,"211 N GROVE AVE 4A",,,,,,
16071160171008,299,27070,8742,,,"211 N GROVE AVE 4B",,,,,,
16071160171009,299,27070,13188,,,"211 N GROVE AVE 5A",,,,,,
16071160171010,299,27070,13188,,,"211 N GROVE AVE 5B",,,,,,
16071160171011,299,27070,4445,,,"211 N GROVE AVE P1",,,,,,
16071160171012,299,27070,4445,,,"211 N GROVE AVE P2",,,,,,
16071160171013,299,27070,4445,,,"211 N GROVE AVE P3",,,,,,
16071160171014,299,27070,4445,,,"211 N GROVE AVE P4",,,,,,
16071160171015,299,27070,4445,,,"211 N GROVE AVE P5",,,,,,
16071160171016,299,27070,4445,,,"211 N GROVE AVE P6",,,,,,
16071160171017,299,27070,4445,,,"211 N GROVE AVE P7",,,,,,
16071160171018,299,27070,2223,,,"211 N GROVE AVE P8",,,,,,
16071160171019,299,27070,2223,,,"211 N GROVE AVE P9",,,,,,
16071160171020,299,27070,2223,,,"211 N GROVE AVE P10",,,,,,
16071160171021,299,27070,2223,,,"211 N GROVE AVE P11",,,,,,
16071160171022,299,27070,2223,,,"211 N GROVE AVE P12",,,,,,
16071160171023,299,27070,2223,,,"211 N GROVE AVE P13",,,,,,
16071160181001,299,27070,16567,41.89121312,-87.79634371,"225 N GROVE AVE G",,,,,,
16071160181002,299,27070,23821,,,"225 N GROVE AVE 1",,,,,,
16071160181003,299,27070,23821,,,"225 N GROVE AVE 2",,,,,,
16071160181004,299,27070,23821,,,"225 N GROVE AVE 3",,,,,,
16071160181005,299,27070,22785,,,"227 N GROVE AVE G",,,,,,
16071160181006,299,27070,37295,,,"227 N GROVE AVE 1",,,,,,
16071160181007,299,27070,37295,,,"227 N GROVE AVE 2",,,,,,
16071160181008,299,27070,37295,,,"227 N GROVE AVE 3",,,,,,
16071160181009,299,27070,20709,,,"835 ERIE ST 1",,,,,,
16071160181010,299,27070,20709,,,"835 ERIE ST 2",,,,,,
16071160181011,299,27070,20709,,,"835 ERIE ST 3",,,,,,
16071160181012,299,27070,16567,,,"837 ERIE ST G",,,,,,
16071160181013,299,27070,20709,,,"837 ERIE ST 1",,,,,,
16071160181014,299,27070,20709,,,"837 ERIE ST 2",,,,,,
16071160181015,299,27070,20709,,,"837 ERIE ST 3",,,,,,
16071160181016,299,27070,30040,,,"845 ERIE ST 1",,,,,,
16071160181017,299,27070,30040,,,"845 ERIE ST 2",,,,,,
16071160181018,299,27070,30040,,,"845 ERIE ST 3",,,,,,
16071160190000,210,27070,70000,,,"215 N GROVE AVE A",None,1334,1210,1881,Single-Family,1
16071160200000,210,27070,56000,41.89075731,-87.79647009,"215 N GROVE AVE B",None,1570,1082,1881,Single-Family,1
16071160210000,210,27070,67000,,,"215 N GROVE AVE C",None,1770,1888,1881,Single-Family,1
16071160220000,210,27070,54000,,,"217 N GROVE AVE A",None,1582,1164,1906,Single-Family,1
16071160230000,210,27070,53000,41.89086772,-87.79644468,"217 N GROVE AVE B",None,1500,823,1906,Single-Family,1
16071160240000,210,27070,46000,,,"217 N GROVE AVE C",None,1408,742,1906,Single-Family,1
16071160250000,295,27070,46000,,,"217 N GROVE AVE D",None,1654,1549,2005,Single-Family,1
16071160260000,100,27070,1,,,"215 N GROVE AVE",,,,,,
16071170010000,211,27070,86000,41.89119255,-87.79576669,"226 N GROVE AVE",Two,3855,9437,1882,Multi-Family,1
16071170050000,EX,27070,0,,,"200 ONTARIO ST",,,,,,
16071170070000,517,27070,87250,41.89073604,-87.79507662,"211 N OAK PARK AVE",,,,,,
16071170080000,EX,27070,0,41.89040061,-87.7953169,"820 ONTARIO ST",,,,,,
16071170091001,299,27070,21888,,,"222 N GROVE AVE 1A",,,,,,
16071170091002,299,27070,21888,,,"222 N GROVE AVE 1G",,,,,,
16071170091003,299,27070,21514,,,"222 N GROVE AVE 1E",,,,,,
16071170091004,299,27070,21514,,,"222 N GROVE AVE 1C",,,,,,
16071170091005,299,27070,21514,,,"222 N GROVE AVE 1B",,,,,,
16071170091006,299,27070,21140,,,"222 N GROVE AVE 1F",,,,,,
16071170091007,299,27070,18178,,,"222 N GROVE AVE 1D",,,,,,
16071170091008,299,27070,22258,,,"222 N GROVE AVE 2A",,,,,,
16071170091009,299,27070,22258,,,"222 N GROVE AVE 2G",,,,,,
16071170091010,299,27070,21888,,,"222 N GROVE AVE 2E",,,,,,
16071170091011,299,27070,21888,,,"222 N GROVE AVE 2C",,,,,,
16071170091012,299,27070,21888,,,"222 N GROVE AVE 2B",,,,,,
16071170091013,299,27070,21514,,,"222 N GROVE AVE 2F",,,,,,
16071170091014,299,27070,18548,,,"222 N GROVE AVE 2D",,,,,,
16071170091015,299,27070,22632,,,"222 N GROVE AVE 3A",,,,,,
16071170091016,299,27070,22632,,,"222 N GROVE AVE 3G",,,,,,
16071170091017,299,27070,22258,,,"222 N GROVE AVE 3E",,,,,,
16071170091018,299,27070,22258,,,"222 N GROVE AVE 3C",,,,,,
16071170091019,299,27070,22258,,,"222 N GROVE AVE 3B",,,,,,
16071170091020,299,27070,21888,,,"222 N GROVE AVE 3F",,,,,,
16071170091021,299,27070,18922,,,"222 N GROVE AVE 3D",,,,,,
16071170101001,299,27070,27766,,,"801 ERIE ST 1",,,,,,
16071170101002,299,27070,27876,,,"801 ERIE ST 2",,,,,,
16071170101003,299,27070,27985,,,"801 ERIE ST 3",,,,,,
16071170101004,299,27070,18109,,,"803 ERIE ST 1",,,,,,
16071170101005,299,27070,18218,,,"803 ERIE ST 2",,,,,,
16071170101006,299,27070,18328,,,"803 N OAK PARK AVE 3",,,,,,
16071170101007,299,27070,18437,,,"805 ERIE ST 1",,,,,,
16071170101008,299,27070,18547,,,"805 ERIE ST 2",,,,,,
16071170101009,299,27070,18657,,,"805 ERIE ST 3",,,,,,
16071170101010,299,27070,18437,,,"807 ERIE ST 1",,,,,,
16071170101011,299,27070,18547,,,"807 ERIE ST 2",,,,,,
16071170101012,299,27070,18657,,,"807 ERIE ST 3",,,,,,
16071170101013,299,27070,17670,,,"809 ERIE ST 1",,,,,,
16071170101014,299,27070,17779,,,"809 ERIE ST 2",,,,,,
16071170101015,299,27070,17889,,,"809 ERIE ST 3",,,,,,
16071170101016,299,27070,17450,,,"811 ERIE ST 1",,,,,,
16071170101017,299,27070,17560,,,"811 ERIE ST 2",,,,,,
16071170101018,299,27070,17670,,,"811 ERIE ST 3",,,,,,
16071170101019,299,27070,26669,,,"217 N OAK PARK AVE 1E",,,,,,
16071170101020,299,27070,26778,,,"217 N OAK PARK AVE 2E",,,,,,
16071170101021,299,27070,26888,,,"217 N OAK PARK AVE 3E",,,,,,
16071170101022,299,27070,18657,,,"217 N OAK PARK AVE 1W",,,,,,
16071170101023,299,27070,18767,,,"217 N OAK PARK AVE 2W",,,,,,
16071170101024,299,27070,18877,,,"217 N OAK PARK AVE 3W",,,,,,
16071170101025,299,27070,18657,,,"219 N OAK PARK AVE 1E",,,,,,
16071170101026,299,27070,18767,,,"219 N OAK PARK AVE 2E",,,,,,
16071170101027,299,27070,18877,,,"219 N OAK PARK AVE 3E",,,,,,
16071170101028,299,27070,18657,,,"219 N OAK PARK AVE 1W",,,,,,
16071170101029,299,27070,18767,,,"219 N OAK PARK AVE 2W",,,,,,
16071170101030,299,27070,18877,,,"219 N OAK PARK AVE 3W",,,,,,
16071170101031,299,27070,18877,,,"221 N OAK PARK AVE 1E",,,,,,
16071170101032,299,27070,18986,,,"221 N OAK PARK AVE 2E",,,,,,
16071170101033,299,27070,19096,,,"221 N OAK PARK AVE 3E",,,,,,
16071170101034,299,27070,19096,,,"221 N OAK PARK AVE 1W",,,,,,
16071170101035,299,27070,19206,,,"221 N OAK PARK AVE 2W",,,,,,
16071170101036,299,27070,19316,,,"221 N OAK PARK AVE 3W",,,,,,
16071170101037,299,27070,19096,,,"223 N OAK PARK AVE 1W",,,,,,
16071170101038,299,27070,19206,,,"223 N OAK PARK AVE 2W",,,,,,
16071170101039,299,27070,19316,,,"223 N OAK PARK AVE 3W",,,,,,
16071170101040,299,27070,18877,,,"223 N OAK PARK AVE 1E",,,,,,
16071170101041,299,27070,18986,,,"223 N OAK PARK AVE 2E",,,,,,
16071170101042,299,27070,19096,,,"223 N OAK PARK AVE 3E",,,,,,
16071170101043,299,27070,18657,,,"225 N OAK PARK AVE 1W",,,,,,
16071170101044,299,27070,18767,,,"225 N OAK PARK AVE 2W",,,,,,
16071170101045,299,27070,18877,,,"225 N OAK PARK AVE 3W",,,,,,
16071170101046,299,27070,18657,,,"225 N OAK PARK AVE 1E",,,,,,
16071170101047,299,27070,18767,,,"225 N OAK PARK AVE 2E",,,,,,
16071170101048,299,27070,18877,,,"225 N OAK PARK AVE 3E",,,,,,
16071170101049,299,27070,14267,,,"227 N OAK PARK AVE G",,,,,,
16071170101050,299,27070,18657,,,"227 N OAK PARK AVE 1W",,,,,,
16071170101051,299,27070,18767,,,"227 N OAK PARK AVE 2W",,,,,,
16071170101052,299,27070,18877,,,"227 N OAK PARK AVE 3W",,,,,,
16071170101053,299,27070,26669,,,"227 N OAK PARK AVE 1E",,,,,,
16071170101054,299,27070,26778,,,"227 N OAK PARK AVE 2E",,,,,,
16071170101055,299,27070,26888,,,"227 N OAK PARK AVE 3E",,,,,,
16071170111001,299,27070,29192,,,"210 N GROVE AVE 1",,,,,,
16071170111002,299,27070,27940,,,"210 N GROVE AVE 2",,,,,,
16071170111003,299,27070,26272,,,"210 N GROVE AVE 3",,,,,,
16071170111004,299,27070,27940,,,"212 N GROVE AVE 1",,,,,,
16071170111005,299,27070,25856,,,"212 N GROVE AVE 2",,,,,,
16071170111006,299,27070,27940,,,"212 N GROVE AVE 3",,,,,,
16071180110000,212,27020,72001,41.89046658,-87.80288439,"195 N MARION ST",Three,4938,2075,1928,Multi-Family,1
16071180140000,212,27020,54001,41.89025391,-87.80288966,"189 N MARION ST",Three,3319,2075,1929,Multi-Family,1
16071180150000,212,27020,71001,41.89018302,-87.80289377,"187 N MARION ST",Three,4826,2075,1929,Multi-Family,1
16071180160000,212,27020,72001,41.89011213,-87.80289435,"185 N MARION ST",Three,4939,2075,1929,Multi-Family,1
16071180280000,EX,27020,0,,,"193 ONTARIO ST",,,,,,
16071180300000,EX,27020,0,,,"195 HOLLEY CT",,,,,,
16071180360000,290,27020,13517,,,"1110 HOLLEY CT",,,,,,
16071180370000,EX,27020,0,,,"181 N MARION ST",,,,,,
16071180380000,290,27020,13651,,,"181 N MARION ST",,,,,,
16071180390000,EX,27020,0,,,"181 N MARION ST",,,,,,
16071180410000,EX,27020,0,,,"1126 HOLLEY CT",,,,,,
16071180430000,213,27020,626034,,,"1111 ONTARIO ST 812",,,,,,
16071180440000,EX,27020,0,,,"1120 HOLLEY CT",,,,,,
16071180450000,213,27020,2507220,41.89019965,-87.80327092,"1111 ONTARIO ST",,,,,,
16071180470000,290,27020,8440,,,"1111 ONTARIO ST",,,,,,
16071180491001,599,27020,45500,,,"191 N MARION ST",,,,,,
16071180491002,299,27020,33240,,,"191 N MARION ST",,,,,,
16071180491003,299,27020,33340,,,"191 N MARION ST",,,,,,
16071180530000,590,27020,2,,,"477 N HARLEM AVE",,,,,,
16071180540000,590,27020,2,,,"477 N HARLEM AVE",,,,,,
16071180550000,EX,27020,0,,,"479 N HARLEM AVE",,,,,,
16071180560000,EX,27020,0,,,"479 N HARLEM AVE",,,,,,
16071180580000,597,27020,72065,,,"483 N HARLEM AVE",,,,,,
16071180590000,597,27020,20552,,,"483 N HARLEM AVE",,,,,,
16071180600000,391,27020,1649720,,,"479 N HARLEM AVE",,,,,,
16071180620000,530,27020,246384,,,"483 N HARLEM AVE",,,,,,
16071180630000,517,27020,95501,41.88978251,-87.80491031,"479 N HARLEM AVE",,,,,,
16071180640000,211,27020,121252,41.89038868,-87.80405218,"1129 W ONTARIO ST",Four,11791,5534,2008,Multi-Family,1
16071180650000,211,27020,78748,41.89038137,-87.80436755,"1135 W ONTARIO ST",Four,11791,2462,2008,Multi-Family,1
16071180660000,391,27020,3981580,41.88994015,-87.80491574,"479 N HARLEM AVE",,,,,,
16071180670000,EX,27020,0,41.88933471,-87.80491408,"475 N HARLEM AVE",,,,,,
16071180680000,592,27020,162750,,,"193 N MARION ST",,,,,,
16071190060000,EX,27020,0,,,"1145 HOLLEY CT",,,,,,
16071190070000,EX,27020,0,,,"1123 HOLLEY CT",,,,,,
16071190080000,EX,27020,0,,,"1119 HOLLEY CT",,,,,,
16071190090000,EX,27020,0,,,"1115 HOLLEY CT",,,,,,
16071190120000,591,27020,656502,41.88915246,-87.8048368,"1150 LAKE ST",,,,,,
16071190130000,591,27020,636998,41.88874,-87.80460229,"1144 LAKE ST",,,,,,
16071190140000,529,27020,1424250,41.88874377,-87.80441978,"1140 LAKE ST",,,,,,
16071190150000,592,27020,352500,41.88874904,-87.80416808,"1132 LAKE ST",,,,,,
16071190200000,592,27020,1117750,41.88875014,-87.80330889,"1100 LAKE ST",,,,,,
16071190210000,592,27020,1117750,41.88901627,-87.80294624,"1100 LAKE ST",,,,,,
16071190240000,EX,27020,0,,,"1149 HOLLEY CT",,,,,,
16071190251001,299,27020,17211,,,"1113 HOLLEY CT 9",,,,,,
16071190251002,299,27020,17211,,,"1107 HOLLEY CT 108",,,,,,
16071190251003,299,27020,17211,,,"1113 HOLLEY CT 109",,,,,,
16071190251004,299,27020,15871,,,"1107 HOLLEY CT 110",,,,,,
16071190251005,299,27020,15871,,,"1113 HOLLEY CT 111",,,,,,
16071190251006,299,27020,11954,,,"1109 HOLLEY CT 112",,,,,,
16071190251007,299,27020,11954,,,"1111 HOLLEY CT 113",,,,,,
16071190251008,299,27020,16415,,,"1109 HOLLEY CT 114",,,,,,
16071190251009,299,27020,17415,,,"1105 HOLLEY CT 115",,,,,,
16071190251010,299,27020,17415,,,"1111 HOLLEY CT 116",,,,,,
16071190251011,299,27020,16415,,,"1111 HOLLEY CT 117",,,,,,
16071190251012,299,27020,17375,,,"1103 HOLLEY CT 201",,,,,,
16071190251013,299,27020,17082,,,"1103 HOLLEY CT 202",,,,,,
16071190251014,299,27020,12669,,,"1103 HOLLEY CT 203",,,,,,
16071190251015,299,27020,8541,,,"1103 HOLLEY CT 204",,,,,,
16071190251016,299,27020,17163,,,"1103 HOLLEY CT 205",,,,,,
16071190251017,299,27020,8541,,,"1103 HOLLEY CT 206",,,,,,
16071190251018,299,27020,13458,,,"1103 HOLLEY CT 207",,,,,,
16071190251019,299,27020,17211,,,"1107 HOLLEY CT 208",,,,,,
16071190251020,299,27020,17211,,,"1113 HOLLEY CT 209",,,,,,
16071190251021,299,27020,15871,,,"1107 HOLLEY CT 210",,,,,,
16071190251022,299,27020,15871,,,"1113 HOLLEY CT 211",,,,,,
16071190251023,299,27020,11954,,,"1109 HOLLEY CT 212",,,,,,
16071190251024,299,27020,11954,,,"1111 HOLLEY CT 213",,,,,,
16071190251025,299,27020,16415,,,"1109 HOLLEY CT 214",,,,,,
16071190251026,299,27020,17415,,,"1111 HOLLEY CT 215",,,,,,
16071190251027,299,27020,17415,,,"1111 HOLLEY CT 216",,,,,,
16071190251028,299,27020,16415,,,"1111 HOLLEY CT 217",,,,,,
16071190251029,299,27020,17375,,,"1103 HOLLEY CT 301",,,,,,
16071190251030,299,27020,17082,,,"1103 HOLLEY CT 302",,,,,,
16071190251031,299,27020,12669,,,"1103 HOLLEY CT 303",,,,,,
16071190251032,299,27020,8541,,,"1103 HOLLEY CT 304",,,,,,
16071190251033,299,27020,17163,,,"1103 HOLLEY CT 305",,,,,,
16071190251034,299,27020,8541,,,"1103 HOLLEY CT 306",,,,,,
16071190251035,299,27020,13458,,,"1103 HOLLEY CT 307",,,,,,
16071190251036,299,27020,17211,,,"1107 HOLLEY CT 308",,,,,,
16071190251037,299,27020,17211,,,"1113 HOLLEY CT 309",,,,,,
16071190251038,299,27020,15871,,,"1107 HOLLEY CT 310",,,,,,
16071190251039,299,27020,15871,,,"1113 HOLLEY CT 311",,,,,,
16071190251040,299,27020,11954,,,"1109 HOLLEY CT 312",,,,,,
16071190251041,299,27020,11954,,,"1111 HOLLEY CT 313",,,,,,
16071190251042,299,27020,16415,,,"1109 HOLLEY CT 314",,,,,,
16071190251043,299,27020,17415,,,"1111 HOLLEY CT 315",,,,,,
16071190251044,299,27020,17415,,,"1111 HOLLEY CT 316",,,,,,
16071190251045,299,27020,16415,,,"1111 HOLLEY CT 317",,,,,,
16071190251046,599,27020,63750,,,"159 N MARION ST C1",,,,,,
16071190251047,599,27020,47500,,,"161 N MARION ST C2",,,,,,
16071190251048,599,27020,43750,,,"163 N MARION ST C3",,,,,,
16071190251049,599,27020,48500,,,"165 N MARION ST C4",,,,,,
16071190251050,599,27020,48500,,,"167 N MARION ST C5",,,,,,
16071190251051,599,27020,48001,,,"169 N MARION ST C6",,,,,,
16071190251052,599,27020,60500,,,"1105 HOLLEY CT C7",,,,,,
16071190290000,517,27020,580500,,,"1120 LAKE ST",,,,,,
16071190300000,597,27020,1673934,,,"1114 LAKE ST",,,,,,
16071190310000,597,27020,80067,,,"1114 LAKE ST",,,,,,
16071190331001,299,27020,26510,,,"1124 LAKE ST 401",,,,,,
16071190331002,299,27020,26510,,,"1124 LAKE ST 501",,,,,,
16071190331003,299,27020,26510,,,"1124 LAKE ST 601",,,,,,
16071190331004,299,27020,37693,,,"1124 LAKE ST 402",,,,,,
16071190331005,299,27020,37693,,,"1124 LAKE ST 502",,,,,,
16071190331006,299,27020,37693,,,"1124 LAKE ST 602",,,,,,
16071190331007,299,27020,31688,,,"1124 LAKE ST 403",,,,,,
16071190331008,299,27020,31688,,,"1124 LAKE ST 503",,,,,,
16071190331009,299,27020,31688,,,"1124 LAKE ST 603",,,,,,
16071190331010,299,27020,46185,,,"1124 LAKE ST 404",,,,,,
16071190331011,299,27020,46185,,,"1124 LAKE ST 504",,,,,,
16071190331012,299,27020,46185,,,"1124 LAKE ST 604",,,,,,
16071190331013,299,27020,37486,,,"1124 LAKE ST 405",,,,,,
16071190331014,299,27020,37486,,,"1124 LAKE ST 505",,,,,,
16071190331015,299,27020,37486,,,"1124 LAKE ST 605",,,,,,
16071190331016,299,27020,30859,,,"1124 LAKE ST 406",,,,,,
16071190331017,299,27020,30859,,,"1124 LAKE ST 506",,,,,,
16071190331018,299,27020,30859,,,"1124 LAKE ST 606",,,,,,
16071190331019,299,27020,44943,,,"1124 LAKE ST 407",,,,,,
16071190331020,299,27020,44943,,,"1124 LAKE ST 507",,,,,,
16071190331021,299,27020,44943,,,"1124 LAKE ST 607",,,,,,
16071190331022,299,27020,41215,,,"1124 LAKE ST 408",,,,,,
16071190331023,299,27020,41215,,,"1124 LAKE ST 508",,,,,,
16071190331024,299,27020,41215,,,"1124 LAKE ST 608",,,,,,
16071190331025,299,27020,37279,,,"1124 LAKE ST 409",,,,,,
16071190331026,299,27020,37279,,,"1124 LAKE ST 509",,,,,,
16071190331027,299,27020,37279,,,"1124 LAKE ST 609",,,,,,
16071190331028,299,27020,44943,,,"1124 LAKE ST 410",,,,,,
16071190331029,299,27020,44943,,,"1124 LAKE ST 510",,,,,,
16071190331030,299,27020,44943,,,"1124 LAKE ST 610",,,,,,
16071190331031,299,27020,33966,,,"1124 LAKE ST 411",,,,,,
16071190331032,299,27020,32309,,,"1124 LAKE ST 511",,,,,,
16071190331033,299,27020,26717,,,"1124 LAKE ST 412",,,,,,
16071190331034,299,27020,26717,,,"1124 LAKE ST 512",,,,,,
16071190331035,299,27020,24231,,,"1124 LAKE ST 413",,,,,,
16071190331036,299,27020,24231,,,"1124 LAKE ST 513",,,,,,
16071190331037,299,27020,45150,,,"1124 LAKE ST 611",,,,,,
16071190331038,299,27020,38315,,,"1124 LAKE ST 612",,,,,,
16071190331039,299,27020,54263,,,"1124 LAKE ST 701",,,,,,
16071190331040,299,27020,75801,,,"1124 LAKE ST 702",,,,,,
16071190331041,299,27020,60890,,,"1124 LAKE ST 703",,,,,,
16071190331042,299,27020,71452,,,"1124 LAKE ST 704",,,,,,
16071190331043,299,27020,77458,,,"1124 LAKE ST 705",,,,,,
16071190331044,299,27020,69796,,,"1124 LAKE ST 706",,,,,,
16071190331045,299,27020,4142,,,"1124 LAKE ST P1",,,,,,
16071190331046,299,27020,4142,,,"1124 LAKE ST P2",,,,,,
16071190331047,299,27020,4142,,,"1124 LAKE ST P3",,,,,,
16071190331048,299,27020,4142,,,"1124 LAKE ST P4",,,,,,
16071190331049,299,27020,4142,,,"1124 LAKE ST P5",,,,,,
16071190331050,299,27020,4142,,,"1124 LAKE ST P6",,,,,,
16071190331051,299,27020,4142,,,"1124 LAKE ST P7",,,,,,
16071190331052,299,27020,4142,,,"1124 LAKE ST P8",,,,,,
16071190331053,299,27020,4142,,,"1124 LAKE ST P9",,,,,,
16071190331054,299,27020,4142,,,"1124 LAKE ST P10",,,,,,
16071190331055,299,27020,4142,,,"1124 LAKE ST P11",,,,,,
16071190331056,299,27020,4142,,,"1124 LAKE ST P12",,,,,,
16071190331057,299,27020,4142,,,"1124 LAKE ST P13",,,,,,
16071190331058,299,27020,4142,,,"1124 LAKE ST P14",,,,,,
16071190331059,299,27020,4142,,,"1124 LAKE ST P15",,,,,,
16071190331060,299,27020,4142,,,"1124 LAKE ST P16",,,,,,
16071190331061,299,27020,4142,,,"1124 LAKE ST P17",,,,,,
16071190331062,299,27020,4142,,,"1124 LAKE ST P18",,,,,,
16071190331063,299,27020,4142,,,"1124 LAKE ST P19",,,,,,
16071190331064,299,27020,4142,,,"1124 LAKE ST P20",,,,,,
16071190331065,299,27020,4142,,,"1124 LAKE ST P21",,,,,,
16071190331066,299,27020,4142,,,"1124 LAKE ST P22",,,,,,
16071190331067,299,27020,4142,,,"1124 LAKE ST P23",,,,,,
16071190331068,299,27020,4142,,,"1124 LAKE ST P24",,,,,,
16071190331069,299,27020,4142,,,"1124 LAKE ST P25",,,,,,
16071190331070,299,27020,4142,,,"1124 LAKE ST P26",,,,,,
16071190331071,299,27020,4142,,,"1124 LAKE ST P27",,,,,,
16071190331072,299,27020,4142,,,"1124 LAKE ST P28",,,,,,
16071190331073,299,27020,4142,,,"1124 LAKE ST P29",,,,,,
16071190331074,299,27020,4142,,,"1124 LAKE ST P30",,,,,,
16071190331075,299,27020,4142,,,"1124 LAKE ST P31",,,,,,
16071190331076,299,27020,4142,,,"1124 LAKE ST P32",,,,,,
16071190331077,299,27020,4142,,,"1124 LAKE ST P33",,,,,,
16071190331078,299,27020,4142,,,"1124 LAKE ST P34",,,,,,
16071190331079,299,27020,4142,,,"1124 LAKE ST P35",,,,,,
16071190331080,299,27020,4142,,,"1124 LAKE ST P36",,,,,,
16071190331081,299,27020,4142,,,"1124 LAKE ST P37",,,,,,
16071190331082,299,27020,4142,,,"1124 LAKE ST P38",,,,,,
16071190331083,299,27020,4142,,,"1124 LAKE ST P39",,,,,,
16071190331084,299,27020,4142,,,"1124 LAKE ST P40",,,,,,
16071190331085,299,27020,4142,,,"1124 LAKE ST P41",,,,,,
16071190331086,299,27020,4142,,,"1124 LAKE ST P42",,,,,,
16071190331087,299,27020,4142,,,"1124 LAKE ST P43",,,,,,
16071190331088,299,27020,4142,,,"1124 LAKE ST P44",,,,,,
16071190331089,299,27020,4142,,,"1124 LAKE ST P45",,,,,,
16071190331090,299,27020,4142,,,"1124 LAKE ST P46",,,,,,
16071190331091,299,27020,4142,,,"1124 LAKE ST P47",,,,,,
16071190331092,299,27020,4142,,,"1124 LAKE ST P48",,,,,,
16071190331093,299,27020,4142,,,"1124 LAKE ST P49",,,,,,
16071190331094,299,27020,4142,,,"1124 LAKE ST P50",,,,,,
16071190331095,299,27020,4142,,,"1124 LAKE ST P51",,,,,,
16071190331096,299,27020,4142,,,"1124 LAKE ST P52",,,,,,
16071190331097,299,27020,4142,,,"1124 LAKE ST P53",,,,,,
16071190331098,299,27020,4142,,,"1124 LAKE ST P54",,,,,,
16071190331099,299,27020,4142,,,"1124 LAKE ST P55",,,,,,
16071190331100,299,27020,4142,,,"1124 LAKE ST P56",,,,,,
16071190331101,299,27020,4142,,,"1124 LAKE ST P57",,,,,,
16071190331102,299,27020,4142,,,"1124 LAKE ST P58",,,,,,
16071190331103,299,27020,4142,,,"1124 LAKE ST P59",,,,,,
16071190331104,299,27020,4142,,,"1124 LAKE ST P60",,,,,,
16071190331105,299,27020,4142,,,"1124 LAKE ST P61",,,,,,
16071190331106,299,27020,4142,,,"1124 LAKE ST P62",,,,,,
16071190331107,299,27020,4142,,,"1124 LAKE ST P63",,,,,,
16071190331108,299,27020,4142,,,"1124 LAKE ST P64",,,,,,
16071190331109,299,27020,4142,,,"1124 LAKE ST P65",,,,,,
16071190331110,299,27020,4142,,,"1124 LAKE ST P66",,,,,,
16071190340000,EX,27020,0,,,"110 N MARION ST",,,,,,
16071190351001,599,27020,60250,,,"1112 LAKE ST 1",,,,,,
16071190351002,599,27020,54251,,,"1116 LAKE ST 2",,,,,,
16071190351003,599,27020,54251,,,"1116 LAKE ST 3",,,,,,
16071190351004,599,27020,54251,,,"1116 LAKE ST 4",,,,,,
16071190351005,599,27020,18000,,,"1116 LAKE ST BST",,,,,,
16071200160000,EX,27020,0,,,"167 FOREST AVE",,,,,,
16071200250000,318,27020,152100,41.88886806,-87.80196406,"1034 LAKE ST",,,,,,
16071200321001,299,27020,32388,,,"1033 ONTARIO ST 1A",,,,,,
16071200321002,299,27020,32388,,,"1033 ONTARIO ST 2A",,,,,,
16071200321003,299,27020,32388,,,"1033 ONTARIO ST 3A",,,,,,
16071200321004,299,27020,20958,,,"1033 ONTARIO ST 1BS",,,,,,
16071200321005,299,27020,20958,,,"1033 ONTARIO ST 1BN",,,,,,
16071200321006,299,27020,20958,,,"1033 ONTARIO ST 2BS",,,,,,
16071200321007,299,27020,20958,,,"1033 ONTARIO ST 2BN",,,,,,
16071200321008,299,27020,20958,,,"1033 ONTARIO ST 3 BS",,,,,,
16071200321009,299,27020,20958,,,"1033 ONTARIO ST 3BN",,,,,,
16071200321010,299,27020,20958,,,"1033 ONTARIO ST 1CS",,,,,,
16071200321011,299,27020,20958,,,"1033 ONTARIO ST 1CN",,,,,,
16071200321012,299,27020,20958,,,"1033 ONTARIO ST 2CS",,,,,,
16071200321013,299,27020,20958,,,"1033 ONTARIO ST 2CN",,,,,,
16071200321014,299,27020,20958,,,"1033 ONTARIO ST 3CS",,,,,,
16071200321015,299,27020,20958,,,"1033 ONTARIO ST 3CN",,,,,,
16071200321016,299,27020,20958,,,"1033 ONTARIO ST 1DS",,,,,,
16071200321017,299,27020,20958,,,"1033 ONTARIO ST 1DN",,,,,,
16071200321018,299,27020,20958,,,"1033 ONTARIO ST 2DS",,,,,,
16071200321019,299,27020,20958,,,"1033 ONTARIO ST 2DN",,,,,,
16071200321020,299,27020,20958,,,"1033 ONTARIO ST 3DS",,,,,,
