pin,class,nbhd,mailed_tot,lat,lon,address,char_apts,char_bldg_sf,char_land_sf,char_yrblt,char_use,pin_num_cards
16073020270000,295,27040,61000,,,"111 HOME AVE 2",None,2144,801,2013,Single-Family,1
16073020280000,295,27040,61000,,,"111 HOME AVE 3",None,2144,801,2013,Single-Family,1
16073020290000,295,27040,61000,,,"111 HOME AVE 4",None,2144,801,2013,Single-Family,1
16073020300000,295,27040,61000,,,"111 HOME AVE 5",None,2144,871,2013,Single-Family,1
16073020310000,295,27040,61000,,,"111 HOME AVE 6",None,2144,869,2013,Single-Family,1
16073020320000,295,27040,61000,,,"111 HOME AVE 7",None,2144,799,2013,Single-Family,1
16073020330000,295,27040,61000,41.88642545,-87.80065965,"111 HOME AVE 8",None,2144,799,2013,Single-Family,1
16073020340000,295,27040,61000,,,"111 HOME AVE 9",None,2144,799,2013,Single-Family,1
16073020350000,295,27040,60000,,,"111 HOME AVE 10",None,1998,811,2013,Single-Family,1
16073020360000,297,27040,21161,,,UNKNOWN,,,,,,
16073020380000,517,27040,83251,,,"1001 W SOUTH BLVD",,,,,,
16073020390000,297,27040,10959,,,"1005 W SOUTH BLVD",,,,,,
16073020401001,299,27040,33148,,,"1005 W SOUTH BLVD 201",,,,,,
16073020401002,299,27040,48396,,,"1005 W SOUTH BLVD 202",,,,,,
16073020401003,299,27040,63896,,,"1005 W SOUTH BLVD 401",,,,,,
16073020401004,299,27040,2106,,,"1011 W SOUTH BLVD P3",,,,,,
16073020401005,299,27040,2106,,,"1011 W SOUTH BLVD P7",,,,,,
16073020401006,299,27040,4212,,,"1011 W SOUTH BLVD P9",,,,,,
16073020401007,299,27040,46416,,,"1005 W SOUTH BLVD 203",,,,,,
16073020401008,299,27040,48648,,,"1005 W SOUTH BLVD 301",,,,,,
16073020401009,299,27040,22113,,,"1005 W SOUTH BLVD 302",,,,,,
16073020401010,299,27040,24303,,,"1005 W SOUTH BLVD 303",,,,,,
16073020401011,299,27040,39803,,,"1005 W SOUTH BLVD 304",,,,,,
16073020401012,299,27040,47975,,,"1005 W SOUTH BLVD 402",,,,,,
16073020401013,299,27040,25441,,,"1005 W SOUTH BLVD 403",,,,,,
16073020401014,299,27040,2106,,,"1011 W SOUTH BLVD P1",,,,,,
16073020401015,299,27040,2106,,,"1011 W SOUTH BLVD P2",,,,,,
16073020401016,299,27040,2106,,,"1011 W SOUTH BLVD P4",,,,,,
16073020401017,299,27040,2106,,,"1011 W SOUTH BLVD P5",,,,,,
16073020401018,299,27040,2106,,,"1011 W SOUTH BLVD P6",,,,,,
16073020401019,299,27040,2106,,,"1011 W SOUTH BLVD P8",,,,,,
16073020410000,100,27040,9341,,,"1011 W SOUTH BLVD",,,,,,
16073020420000,295,27040,69000,41.88664563,-87.8002939,"101 HOME AVE",None,2186,905,2013,Single-Family,1
16073020430000,295,27040,65000,41.88661978,-87.8003009,"103 HOME AVE",None,2006,836,2013,Single-Family,1
16073020440000,295,27040,65000,41.88653869,-87.80032263,"105 HOME AVE",None,2014,826,2013,Single-Family,1
16073020450000,295,27040,65000,41.8865128,-87.80032013,"107 HOME AVE",None,2006,816,2015,Single-Family,1
16073020460000,295,27040,68000,41.88645797,-87.80031515,"109 HOME AVE",None,2192,1057,2015,Single-Family,1
16073020470000,295,27040,68000,41.88637349,-87.80037222,"113 HOME AVE",None,2192,1056,2013,Single-Family,1
16073020480000,295,27040,80000,41.88628941,-87.80029618,"115 HOME AVE",None,2604,1063,2013,Single-Family,1
16073030010000,210,27040,54000,41.88670024,-87.79981469,"100 HOME AVE",None,1891,3336,1889,Single-Family,1
16073030020000,210,27040,51000,41.88664216,-87.79981518,"102 HOME AVE",None,2088,2611,1889,Single-Family,1
16073030030000,211,27040,52000,41.88657935,-87.79983838,"104 HOME AVE",Two,2384,2625,1889,Multi-Family,1
16073030040000,210,27040,55000,41.88651889,-87.79984537,"106 HOME AVE",None,2600,2626,1888,Single-Family,1
16073030050000,210,27040,57000,41.88645113,-87.79984593,"108 HOME AVE",None,2216,2643,1888,Single-Family,1
16073030060000,211,27040,54000,41.88640021,-87.79982367,"110 HOME AVE",Two,2280,3120,1888,Single-Family,1
16073030070000,315,27040,190101,41.88631973,-87.79987424,"112 HOME AVE",,,,,,
16073030080000,211,27040,105000,41.88610893,-87.79965445,"118 HOME AVE 1",Five,5379,9010,1902,Multi-Family,1
16073030090000,211,27040,83000,41.88657779,-87.79946908,"947 SOUTH BLVD",Four,3252,5100,1909,Multi-Family,1
16073030100000,290,27040,4860,,,"947 SOUTH BLVD REAR",,,,,,
16073030110000,390,27040,22411,,,"941 SOUTH BLVD",,,,,,
16073030120000,314,27040,317989,41.8865269,-87.79893482,"935 SOUTH BLVD",,,,,,
16073030140000,206,27040,92000,41.88610568,-87.79898077,"117 CLINTON AVE",None,3116,9860,1887,Single-Family,1
16073030171001,299,27040,54240,,,"115 CLINTON AVE A",,,,,,
16073030171002,299,27040,52188,,,"115 CLINTON AVE B",,,,,,
16073030171003,299,27040,59811,,,"115 CLINTON AVE C",,,,,,
16073030171004,299,27040,66261,,,"115 CLINTON AVE D",,,,,,
16073030171005,299,27040,60690,,,"115 CLINTON AVE E",,,,,,
16073030180000,315,27040,903800,,,"932 PLEASANT ST",,,,,,
16073040010000,211,27040,61000,41.88673113,-87.7983401,"100 CLINTON AVE",Two,3145,3240,1900,Multi-Family,1
16073040020000,205,27040,68000,41.88664014,-87.79834086,"102 CLINTON AVE",None,2155,4386,1903,Single-Family,1
16073040030000,211,27040,61000,41.88655047,-87.79831244,"108 CLINTON AVE",Two,2500,4386,1903,Multi-Family,1
16073040040000,211,27040,55000,41.88644632,-87.79829062,"110 CLINTON AVE",Two,2556,5640,1878,Multi-Family,1
16073040050000,206,27040,73000,41.88661007,-87.7979977,"915 SOUTH BLVD",None,2240,6350,1879,Single-Family,1
16073040060000,206,27040,98000,41.88661825,-87.79783064,"913 SOUTH BLVD",None,2640,7350,1907,Single-Family,1
16073040080000,590,27040,55603,,,"901 SOUTH BLVD",,,,,,
16073040090000,211,27040,60000,41.88630592,-87.79828207,"112 CLINTON AVE",Two,2143,7905,1885,Multi-Family,1
16073040140000,206,27040,89000,41.8858389,-87.79828597,"126 CLINTON AVE",None,2694,7800,1891,Single-Family,1
16073040150000,201,27040,4850,,,"916 PLEASANT ST REAR",,,,,,
16073040160000,203,27040,57000,41.88568882,-87.79827426,"134 CLINTON AVE",None,1735,4550,1898,Single-Family,1
16073040170000,211,27040,93000,41.88558239,-87.79828487,"138 CLINTON AVE",Two,4635,6500,1891,Multi-Family,1
16073040180000,211,27040,66000,41.88564508,-87.79795177,"916 PLEASANT ST",Two,2667,3336,1904,Multi-Family,1
16073040190000,211,27040,56000,41.88632269,-87.79745773,"115 S KENILWORTH AVE",Two,2188,8115,1895,Multi-Family,1
16073040220000,314,27040,192000,41.8858605,-87.79759861,"125 S KENILWORTH AVE",,,,,,
16073040280000,211,27040,57000,41.88618304,-87.79731304,"119 S KENILWORTH AVE",Two,2220,7476,1883,Multi-Family,1
16073040290000,211,27040,59000,41.88606898,-87.79744786,"121 S KENILWORTH AVE",Two,2606,5529,1898,Multi-Family,1
16073040300000,211,27040,55000,41.88600345,-87.7982846,"120 CLINTON AVE",Two,2106,10200,1906,Multi-Family,1
16073040311001,299,27040,14094,,,"135 S KENILWORTH AVE 1",,,,,,
16073040311002,299,27040,18883,,,"135 S KENILWORTH AVE 2",,,,,,
16073040311003,299,27040,12726,,,"135 S KENILWORTH AVE 3",,,,,,
16073040311004,299,27040,12726,,,"135 S KENILWORTH AVE 4",,,,,,
16073040311005,299,27040,18199,,,"135 S KENILWORTH AVE 5",,,,,,
16073040311006,299,27040,13637,,,"135 S KENILWORTH AVE 6",,,,,,
16073040311007,299,27040,14779,,,"135 S KENILWORTH AVE 7",,,,,,
16073040311008,299,27040,19338,,,"135 S KENILWORTH AVE 8",,,,,,
16073040311009,299,27040,13182,,,"135 S KENILWORTH AVE 9",,,,,,
16073040311010,299,27040,14094,,,"135 S KENILWORTH AVE 10",,,,,,
16073040311011,299,27040,18655,,,"135 S KENILWORTH AVE 11",,,,,,
16073040311012,299,27040,14094,,,"135 S KENILWORTH AVE 12",,,,,,
16073040320000,100,27040,1,,,"907 SOUTH BLVD A",,,,,,
16073040330000,295,27040,59000,,,"907 SOUTH BLVD 1",None,2355,1276,1995,Single-Family,1
16073040340000,295,27040,57000,41.88661724,-87.79761597,"907 SOUTH BLVD 2",None,2203,1207,1995,Single-Family,1
16073040350000,295,27040,58000,,,"907 SOUTH BLVD 3",None,2304,1204,1995,Single-Family,1
16073040360000,295,27040,57000,,,"907 SOUTH BLVD 4",None,2203,1203,1995,Single-Family,1
16073040370000,295,27040,59000,,,"907 SOUTH BLVD 5",None,2304,1282,1995,Single-Family,1
16073040380000,100,27040,1,,,"907 SOUTH BLVD B",,,,,,
16073040391001,299,27040,15390,,,"118 S CLINTON AVE 1A",,,,,,
16073040391002,299,27040,15390,,,"116 S CLINTON AVE 1B",,,,,,
16073040391003,299,27040,15390,,,"118 S CLINTON AVE 1C",,,,,,
16073040391004,299,27040,15390,,,"118 S CLINTON AVE 1D",,,,,,
16073040391005,299,27040,15390,,,"116 S CLINTON AVE 2A",,,,,,
16073040391006,299,27040,15390,,,"116 S CLINTON AVE 2B",,,,,,
16073040391007,299,27040,15390,,,"116 S CLINTON AVE 2C",,,,,,
16073040391008,299,27040,15390,,,"116 S CLINTON AVE 2D",,,,,,
16073040391009,299,27040,15390,,,"116 S CLINTON AVE 2E",,,,,,
16073050010000,517,27040,236000,41.88671931,-87.79659004,"100 S KENILWORTH AVE",,,,,,
16073050020000,211,27040,89000,41.88650514,-87.79681723,"106 S KENILWORTH AVE",Four,4172,7050,1884,Multi-Family,1
16073050030000,211,27040,65000,41.88640428,-87.79680735,"110 S KENILWORTH AVE",Two,2140,7050,1905,Multi-Family,1
16073050040000,206,27040,107000,41.88625729,-87.79679059,"114 S KENILWORTH AVE",None,3178,7050,1880,Single-Family,1
16073050050000,211,27040,72000,41.88612818,-87.79678567,"118 S KENILWORTH AVE",Four,2913,7050,1914,Multi-Family,1
16073050060000,211,27040,62000,41.88601689,-87.79678661,"122 S KENILWORTH AVE 2",Two,2588,7050,1906,Multi-Family,1
16073050070000,211,27040,87000,41.88586105,-87.79676992,"126 S KENILWORTH AVE",Three,3581,7050,1907,Multi-Family,1
16073050080000,206,27040,89000,41.88574977,-87.79677085,"130 S KENILWORTH AVE",None,2561,7755,1888,Single-Family,1
16073050090000,211,27040,93000,41.88558954,-87.7967605,"134 S KENILWORTH AVE",Four,4563,6627,1903,Multi-Family,1
16073050100000,206,27040,94000,41.88542054,-87.7967916,"138 S KENILWORTH AVE",None,2354,8178,1886,Single-Family,1
16073050110000,206,27040,86000,41.88527817,-87.79679279,"142 S KENILWORTH AVE",None,2454,7050,1893,Single-Family,1
16073050120000,EX,27040,0,41.88670097,-87.79614648,"103 S GROVE AVE",,,,,,
16073050140000,211,27040,57000,41.88630746,-87.7960928,"113 S GROVE AVE 2",Two,2370,4230,1923,Multi-Family,1
16073050150000,205,27040,60000,41.88621842,-87.79609354,"115 S GROVE AVE",None,2179,4794,1921,Single-Family,1
16073050160000,211,27040,62000,41.88612494,-87.79609433,"117 S GROVE AVE 2",Two,2120,4371,1921,Multi-Family,1
16073050170000,211,27040,56000,41.88601366,-87.79609526,"121 S GROVE AVE",Two,2120,4935,1920,Multi-Family,1
16073050180000,206,27040,98000,41.88589341,-87.79607228,"123 S GROVE AVE 1",None,2615,8460,1902,Single-Family,1
16073050190000,211,27040,82000,41.88575547,-87.79607344,"129 S GROVE AVE",Two,3538,7755,1888,Multi-Family,1
16073050200000,206,27040,82000,41.88561299,-87.79607463,"133 S GROVE AVE",None,3449,7755,1888,Single-Family,1
16073050210000,206,27040,111000,41.88546614,-87.79606387,"137 S GROVE AVE",None,2785,5640,1909,Single-Family,1
16073050220000,209,27040,131000,41.88534064,-87.79608611,"139 S GROVE AVE",None,8626,9870,1999,Single-Family,2
16073050231001,299,27040,38219,,,"109 S GROVE AVE 1N",,,,,,
16073050231002,299,27040,34030,,,"109 S GROVE AVE 2N",,,,,,
16073050231003,299,27040,37168,,,"111 S GROVE AVE 1S",,,,,,
16073050231004,299,27040,32965,,,"111 S GROVE AVE 2S",,,,,,
16073050231005,299,27040,1569,,,"109 S GROVE AVE P-1",,,,,,
16073060010000,206,27040,78000,41.88672542,-87.79549258,"102 S GROVE AVE",None,2412,5736,1898,Single-Family,1
16073060020000,517,27040,83000,41.88674659,-87.79526604,"811 SOUTH BLVD",,,,,,
16073060030000,205,27040,59000,41.88656521,-87.79548823,"106 S GROVE AVE",None,1730,6345,1914,Single-Family,1
16073060040000,211,27040,66000,41.88641803,-87.7954298,"110 S GROVE AVE 2",Two,2904,7050,1898,Multi-Family,1
16073060050000,211,27040,62000,41.88629786,-87.79542481,"114 S GROVE AVE 1",Two,2400,7050,1914,Multi-Family,1
16073060070000,211,27040,116000,41.88601733,-87.79540318,"120 S GROVE AVE 2",Six,5250,7050,1979,Multi-Family,1
16073060080000,205,27040,60000,41.8858883,-87.79541625,"124 S GROVE AVE",None,1899,7200,1908,Single-Family,1
16073060090000,211,27040,60000,41.88575935,-87.79544731,"130 S GROVE AVE",Two,2444,6063,1903,Multi-Family,1
16073060100000,205,27040,57000,41.88565702,-87.79544817,"132 S GROVE AVE",None,1888,4089,1908,Single-Family,1
16073060110000,211,27040,65000,41.88555915,-87.79545469,"134 S GROVE AVE",Two,2959,5781,2014,Single-Family,2
16073060120000,206,27040,95000,41.88546098,-87.79541984,"138 S GROVE AVE",None,2490,5217,1913,Single-Family,1
16073060130000,206,27040,101000,41.8853498,-87.79542077,"140 S GROVE AVE",None,3417,8460,1904,Single-Family,1
16073060150000,517,27040,130250,41.88639996,-87.79465935,"125 S OAK PARK AVE",,,,,,
16073060160000,318,27040,210800,41.88607221,-87.79465185,"137 S OAK PARK AVE",,,,,,
16073060170000,717,27040,126640,41.88592708,-87.79464565,"155 S OAK PARK AVE",,,,,,
16073060180000,318,27040,237500,41.88580642,-87.79462707,"171 S OAK PARK AVE",,,,,,
16073060190000,315,27040,440000,41.88548883,-87.79461351,"185 S OAK PARK AVE",,,,,,
16073060200000,592,27040,283250,41.88678597,-87.79465598,"101 S OAK PARK AVE",,,,,,
16073060210000,EX,27040,0,41.88663934,-87.79485286,"105 S OAK PARK AVE",,,,,,
16073060221001,299,27040,57273,,,"116 S GROVE AVE A",,,,,,
16073060221002,299,27040,55096,,,"116 S GROVE AVE B",,,,,,
16073060221003,299,27040,53354,,,"116 S GROVE AVE C",,,,,,
16073060221004,299,27040,52047,,,"116 S GROVE AVE D",,,,,,
16073070110000,211,27040,85000,41.88370821,-87.80425966,"245 S MAPLE AVE",Three,4215,6800,1924,Multi-Family,1
16073070120000,390,27040,18618,,,"249 S MAPLE AVE",,,,,,
16073070130000,212,27040,232889,41.88339165,-87.80423803,"201 N HARLEM AVE",Four,3538,11305,1908,Multi-Family,1
16073070170000,210,27040,24000,,,"221 S MAPLE AVE A",None,1050,1409,1954,Single-Family,1
16073070180000,210,27040,24000,41.88455591,-87.80432312,"221 S MAPLE AVE B",None,1050,1382,1954,Single-Family,1
16073070190000,210,27040,24000,,,"221 S MAPLE AVE C",None,1050,1382,1956,Single-Family,1
16073070200000,210,27040,24000,,,"223 S MAPLE AVE A",None,1050,1378,1954,Single-Family,1
16073070210000,210,27040,24000,41.88455751,-87.8045159,"223 S MAPLE AVE B",None,1050,1378,1954,Single-Family,1
16073070220000,210,27040,24000,,,"223 S MAPLE AVE C",None,1050,1604,1954,Single-Family,1
16073070230000,210,27040,24000,,,"225 S MAPLE AVE A",None,1050,2227,1954,Single-Family,1
16073070240000,210,27040,24000,41.88444417,-87.80431865,"225 S MAPLE AVE B",None,1050,1217,1954,Single-Family,1
16073070250000,210,27040,24000,,,"225 S MAPLE AVE C",None,1050,1218,1955,Single-Family,1
16073070260000,210,27040,24000,,,"227 S MAPLE AVE A",None,1050,1216,1954,Single-Family,1
16073070270000,210,27040,24000,41.88443501,-87.80451646,"227 S MAPLE AVE B",None,1050,1213,1954,Single-Family,1
16073070280000,210,27040,24000,,,"227 S MAPLE AVE C",None,1050,1443,1954,Single-Family,1
16073070290000,210,27040,24000,,,"231 S MAPLE AVE C",None,1044,1442,1953,Single-Family,1
16073070300000,210,27040,24000,41.88428451,-87.80450267,"231 S MAPLE AVE B",None,1044,1410,1953,Single-Family,1
16073070310000,210,27040,24000,,,"231 S MAPLE AVE A",None,1044,1410,1953,Single-Family,1
16073070320000,210,27040,24000,,,"229 S MAPLE AVE C",None,1044,1410,1953,Single-Family,1
16073070330000,210,27040,24000,41.88428848,-87.80431311,"229 S MAPLE AVE B",None,1044,1410,1953,Single-Family,1
16073070340000,210,27040,24000,,,"229 S MAPLE AVE A",None,1044,1442,1953,Single-Family,1
16073070351001,299,27040,32165,,,"217 S MAPLE AVE A",,,,,,
16073070351002,299,27040,32165,,,"217 S MAPLE AVE B",,,,,,
16073070351003,299,27040,32166,,,"217 S MAPLE AVE C",,,,,,
16073070351004,299,27040,32166,,,"219 S MAPLE AVE A",,,,,,
16073070351005,299,27040,32166,,,"219 S MAPLE AVE B",,,,,,
16073070351006,299,27040,32166,,,"219 S MAPLE AVE C",,,,,,
16073070361001,299,27040,30506,,,"235 S MAPLE AVE 1",,,,,,
16073070361002,299,27040,30506,,,"235 S MAPLE AVE 2",,,,,,
16073070361003,299,27040,30506,,,"237 S MAPLE AVE 1",,,,,,
16073070361004,299,27040,30506,,,"237 S MAPLE AVE 2",,,,,,
16073070361005,299,27040,30506,,,"239 S MAPLE AVE 1",,,,,,
16073070361006,299,27040,30506,,,"239 S MAPLE AVE 2",,,,,,
16073070361007,299,27040,30506,,,"241 S MAPLE AVE 1",,,,,,
16073070361008,299,27040,30506,,,"241 S MAPLE AVE 2",,,,,,
16073070370000,295,27040,54000,,,"243 S MAPLE AVE",None,2620,1272,1991,Single-Family,1
16073070380000,295,27040,52000,,,"243 S MAPLE AVE B",None,2520,1386,1991,Single-Family,1
16073070390000,295,27040,43000,41.88385141,-87.8044178,"243 S MAPLE AVE C",None,2140,1141,1992,Single-Family,1
16073070400000,295,27040,52000,,,"243 S MAPLE AVE D",None,2520,1386,1991,Single-Family,1
16073070410000,295,27040,43000,,,"243 S MAPLE AVE",None,2140,1141,1991,Single-Family,1
16073070420000,295,27040,52000,,,"243 S MAPLE AVE F",None,2405,1429,1992,Single-Family,1
16073070430000,241,27040,412,,,"243 S MAPLE AVE G",,,,,,
16073070440000,241,27040,440,,,"243 S MAPLE AVE H",,,,,,
16073070450000,241,27040,1,,,"243 S MAPLE AVE I",,,,,,
16073070461001,299,27040,20993,,,"201 S MAPLE AVE",,,,,,
16073070461002,299,27040,27123,,,"201 S MAPLE AVE",,,,,,
16073070461003,299,27040,12354,,,"201 S MAPLE AVE",,,,,,
16073070461004,299,27040,26473,,,"201 S MAPLE AVE",,,,,,
16073070461005,299,27040,14490,,,"201 S MAPLE AVE",,,,,,
16073070461006,299,27040,14026,,,"201 S MAPLE AVE",,,,,,
16073070461007,299,27040,15141,,,"201 S MAPLE AVE",,,,,,
16073070461008,299,27040,14305,,,"201 S MAPLE AVE",,,,,,
16073070461009,299,27040,28795,,,"201 S MAPLE AVE",,,,,,
16073070461010,299,27040,26101,,,"201 S MAPLE AVE 110",,,,,,
16073070461011,299,27040,14398,,,"201 S MAPLE AVE",,,,,,
16073070461012,299,27040,13840,,,"201 S MAPLE AVE",,,,,,
16073070461013,299,27040,20714,,,"201 S MAPLE AVE",,,,,,
16073070461014,299,27040,27680,,,"201 S MAPLE AVE 202",,,,,,
16073070461015,299,27040,12540,,,"201 S MAPLE AVE",,,,,,
16073070461016,299,27040,27030,,,"201 S MAPLE AVE",,,,,,
16073070461017,299,27040,20156,,,"201 S MAPLE AVE",,,,,,
16073070461018,299,27040,29445,,,"201 S MAPLE AVE",,,,,,
16073070461019,299,27040,13005,,,"201 S MAPLE AVE",,,,,,
16073070461020,299,27040,29445,,,"201 S MAPLE AVE",,,,,,
16073070461021,299,27040,26379,,,"201 S MAPLE AVE",,,,,,
16073070461022,299,27040,13654,,,"201 S MAPLE AVE",,,,,,
16073070461023,299,27040,13561,,,"201 S MAPLE AVE",,,,,,
16073070461024,299,27040,20714,,,"201 S MAPLE AVE",,,,,,
16073070461025,299,27040,27680,,,"201 S MAPLE AVE",,,,,,
16073070461026,EX,27040,0,,,"201 S MAPLE AVE",,,,,,
16073070461027,299,27040,27030,,,"201 S MAPLE AVE",,,,,,
16073070461028,299,27040,20156,,,"201 S MAPLE AVE",,,,,,
16073070461029,299,27040,29445,,,"201 S MAPLE AVE",,,,,,
16073070461030,299,27040,13005,,,"201 S MAPLE AVE",,,,,,
16073070461031,299,27040,29445,,,"201 S MAPLE AVE",,,,,,
16073070461032,299,27040,26379,,,"201 S MAPLE AVE",,,,,,
16073070461033,299,27040,13654,,,"201 S MAPLE AVE",,,,,,
16073070461034,EX,27040,0,,,"201 S MAPLE AVE",,,,,,
16073070461035,299,27040,20714,,,"201 S MAPLE AVE",,,,,,
16073070461036,299,27040,27680,,,"201 S MAPLE AVE",,,,,,
16073070461037,299,27040,12540,,,"201 S MAPLE AVE",,,,,,
16073070461038,299,27040,27030,,,"201 S MAPLE AVE",,,,,,
16073070461039,299,27040,20156,,,"201 S MAPLE AVE",,,,,,
16073070461040,299,27040,29445,,,"201 S MAPLE AVE",,,,,,
16073070461041,299,27040,13005,,,"201 S MAPLE AVE",,,,,,
16073070461042,299,27040,29445,,,"201 S MAPLE AVE",,,,,,
16073070461043,299,27040,26379,,,"201 S MAPLE AVE",,,,,,
16073070461044,EX,27040,0,,,"201 S MAPLE AVE",,,,,,
16073070461045,299,27040,13561,,,"201 S MAPLE AVE",,,,,,
16073080040000,315,27040,429900,41.88416639,-87.80368618,"230 S MAPLE AVE",,,,,,
16073080060000,314,27040,113100,41.88362396,-87.80369182,"250 S MAPLE AVE",,,,,,
16073080070000,315,27040,366200,41.88349966,-87.80372202,"254 S MAPLE AVE",,,,,,
16073080080000,517,27040,1101713,41.88533739,-87.80282969,"1105 PLEASANT ST",,,,,,
16073080090000,391,27040,1059596,41.8852134,-87.80264704,"1105 PLEASANT ST",,,,,,
16073080100000,391,27040,1059596,,,"1105 PLEASANT ST",,,,,,
16073080110000,391,27040,1059596,,,"1105 PLEASANT ST",,,,,,
16073080120000,590,27040,84781,,,"219 S MARION ST",,,,,,
16073080130000,241,27040,19720,,,"223 S MARION ST",,,,,,
16073080140000,212,27040,65000,41.88442689,-87.80286185,"227 S MARION ST",Four,3625,6800,1904,Multi-Family,1
16073080230000,EX,27040,0,,,"247 S MARION ST",,,,,,
16073080240000,EX,27040,0,41.88361508,-87.80294139,"255 S MARION ST",,,,,,
16073080281001,299,27040,28615,,,"1123 PLEASANT ST 1",,,,,,
16073080281002,299,27040,32631,,,"1123 PLEASANT ST 2",,,,,,
16073080281003,299,27040,28612,,,"1123 PLEASANT ST 3",,,,,,
16073080281004,299,27040,32631,,,"1123 PLEASANT ST 4",,,,,,
16073080281005,299,27040,28615,,,"1123 PLEASANT ST 5",,,,,,
16073080281006,299,27040,32631,,,"1123 PLEASANT ST 6",,,,,,
16073080281007,299,27040,38600,,,"200 S MAPLE AVE 7",,,,,,
16073080281008,299,27040,38600,,,"200 S MAPLE AVE 8",,,,,,
16073080281009,299,27040,38600,,,"200 S MAPLE AVE 9",,,,,,
16073080281010,299,27040,38600,,,"200 S MAPLE AVE 10",,,,,,
16073080281011,299,27040,38600,,,"200 S MAPLE AVE 11",,,,,,
16073080281012,299,27040,38600,,,"200 S MAPLE AVE 12",,,,,,
16073080281013,299,27040,32631,,,"204 S MAPLE AVE 13",,,,,,
16073080281014,299,27040,32631,,,"204 S MAPLE AVE 14",,,,,,
16073080281015,299,27040,32631,,,"204 S MAPLE AVE 15",,,,,,
16073080281016,299,27040,32631,,,"204 S MAPLE AVE 16",,,,,,
16073080281017,299,27040,32631,,,"204 S MAPLE AVE 17",,,,,,
16073080281018,299,27040,32631,,,"204 S MAPLE AVE 18",,,,,,
16073080281019,299,27040,31900,,,"208 S MAPLE AVE 19",,,,,,
16073080281020,299,27040,32631,,,"208 S MAPLE AVE 20",,,,,,
16073080281021,299,27040,31900,,,"208 S MAPLE AVE 21",,,,,,
16073080281022,299,27040,32631,,,"208 S MAPLE AVE 22",,,,,,
16073080281023,299,27040,31900,,,"208 S MAPLE AVE 23",,,,,,
16073080281024,299,27040,32631,,,"208 S MAPLE AVE 24",,,,,,
16073080281025,299,27040,38600,,,"212 S MAPLE AVE 25",,,,,,
16073080281026,299,27040,38600,,,"212 S MAPLE AVE 26",,,,,,
16073080281027,299,27040,38600,,,"212 S MAPLE AVE 27",,,,,,
16073080281028,299,27040,38600,,,"212 S MAPLE AVE 28",,,,,,
16073080281029,299,27040,38600,,,"212 S MAPLE AVE 29",,,,,,
16073080281030,299,27040,38600,,,"212 S MAPLE AVE 30",,,,,,
16073080281031,299,27040,32631,,,"216 S MAPLE AVE 31",,,,,,
16073080281032,299,27040,32631,,,"216 S MAPLE AVE 32",,,,,,
16073080281033,299,27040,32631,,,"216 S MAPLE AVE 33",,,,,,
16073080281034,299,27040,32631,,,"216 S MAPLE AVE 34",,,,,,
16073080281035,299,27040,32631,,,"216 S MAPLE AVE 35",,,,,,
16073080281036,299,27040,32631,,,"216 S MAPLE AVE 36",,,,,,
16073080281037,299,27040,32631,,,"220 S MAPLE AVE 37",,,,,,
16073080281038,299,27040,32631,,,"220 S MAPLE AVE 38",,,,,,
16073080281039,299,27040,32631,,,"220 S MAPLE AVE 39",,,,,,
16073080281040,299,27040,32631,,,"220 S MAPLE AVE 40",,,,,,
16073080281041,299,27040,32631,,,"220 S MAPLE AVE 41",,,,,,
16073080281042,299,27040,32631,,,"220 S MAPLE AVE 42",,,,,,
16073080281043,299,27040,35557,,,"224 S MAPLE AVE 43",,,,,,
16073080281044,299,27040,35557,,,"224 S MAPLE AVE 44",,,,,,
16073080281045,299,27040,35557,,,"224 S MAPLE AVE 45",,,,,,
16073080281046,299,27040,21525,,,"224 S MAPLE AVE 46",,,,,,
16073080290000,210,27040,24000,,,"228 S MAPLE AVE A",None,1044,1438,1953,Single-Family,1
16073080300000,210,27040,24000,,,"228 S MAPLE AVE B",None,1044,1412,1953,Single-Family,1
16073080310000,210,27040,24000,,,"228 S MAPLE AVE C",None,1044,1412,1953,Single-Family,1
16073080320000,210,27040,24000,41.88428984,-87.80360839,"228 S MAPLE AVE D",None,1044,1410,1953,Single-Family,1
16073080330000,210,27040,24000,,,"228 S MAPLE AVE E",None,1044,1406,1953,Single-Family,1
16073080340000,210,27040,24000,,,"228 S MAPLE AVE F",None,1044,1442,1953,Single-Family,1
16073080360000,210,27040,24000,,,"226 S MAPLE AVE B",None,1044,1410,1954,Single-Family,1
16073080370000,210,27040,24000,,,"226 S MAPLE AVE C",None,1044,1411,1954,Single-Family,1
16073080380000,210,27040,24000,41.88445222,-87.80361788,"226 S MAPLE AVE D",None,1044,1415,1954,Single-Family,1
16073080390000,210,27040,24000,,,"226 S MAPLE AVE E",None,1044,1416,1954,Single-Family,1
16073080410000,210,27040,24000,,,"226 S MAPLE AVE A",None,1044,890,1955,Single-Family,1
16073080420000,210,27040,26000,,,"226 S MAPLE AVE F",None,1044,889,1954,Single-Family,1
16073080430000,295,27040,58000,,,"235 S MARION ST A",None,2124,3198,1990,Single-Family,1
16073080440000,295,27040,56000,,,"235 S MARION ST B",None,2124,1675,1990,Single-Family,1
16073080450000,295,27040,56000,,,"235 S MARION ST C",None,2124,1672,1990,Single-Family,1
